series_id,timestamp,target
item-0,2025-04-05,36.31
item-0,2025-04-06,38.45
item-0,2025-04-07,43.06
item-0,2025-04-08,48.07
item-0,2025-04-09,47.13
item-0,2025-04-10,56.26
item-0,2025-04-11,40.75
item-0,2025-04-12,46.37
item-0,2025-04-13,38.02
item-0,2025-04-14,53.8
item-0,2025-04-15,48.46
item-0,2025-04-16,45.9
item-0,2025-04-17,47.05
item-0,2025-04-18,51.51
item-0,2025-04-19,44.19
item-0,2025-04-20,38.49
item-0,2025-04-21,46.6
item-0,2025-04-22,46.58
item-0,2025-04-23,46.39
item-0,2025-04-24,45.28
item-0,2025-04-25,41.91
item-0,2025-04-26,35.76
item-0,2025-04-27,48.41
item-0,2025-04-28,46.74
item-0,2025-04-29,46.78
item-0,2025-04-30,54.39
item-0,2025-05-01,48.9
item-0,2025-05-02,52.09
item-0,2025-05-03,34.73
item-0,2025-05-04,41.36
item-0,2025-05-05,46.15
item-0,2025-05-06,46.0
item-0,2025-05-07,56.61
item-0,2025-05-08,47.03
item-0,2025-05-09,43.4
item-0,2025-05-10,44.21
item-0,2025-05-11,46.48
item-0,2025-05-12,47.18
item-0,2025-05-13,58.28
item-0,2025-05-14,58.89
item-0,2025-05-15,46.64
item-0,2025-05-16,42.68
item-0,2025-05-17,35.81
item-0,2025-05-18,37.26
item-0,2025-05-19,44.23
item-0,2025-05-20,55.45
item-0,2025-05-21,47.17
item-0,2025-05-22,50.85
item-0,2025-05-23,42.57
item-0,2025-05-24,37.61
item-0,2025-05-25,39.43
item-0,2025-05-26,44.26
item-0,2025-05-27,58.0
item-0,2025-05-28,49.2
item-0,2025-05-29,48.92
item-0,2025-05-30,42.77
item-0,2025-05-31,35.22
item-0,2025-06-01,38.15
item-0,2025-06-02,43.49
item-0,2025-06-03,45.97
item-0,2025-06-04,57.68
item-0,2025-06-05,49.46
item-0,2025-06-06,42.34
item-0,2025-06-07,37.26
item-0,2025-06-08,49.16
item-0,2025-06-09,45.12
item-0,2025-06-10,50.2
item-0,2025-06-11,58.31
item-0,2025-06-12,60.19
item-0,2025-06-13,54.37
item-0,2025-06-14,37.72
item-0,2025-06-15,41.48
item-0,2025-06-16,47.64
item-0,2025-06-17,48.88
item-0,2025-06-18,50.75
item-0,2025-06-19,49.43
item-0,2025-06-20,44.53
item-0,2025-06-21,38.93
item-0,2025-06-22,41.28
item-0,2025-06-23,47.77
item-0,2025-06-24,48.04
item-0,2025-06-25,60.0
item-0,2025-06-26,59.74
item-0,2025-06-27,54.57
item-0,2025-06-28,45.61
item-0,2025-06-29,50.33
item-0,2025-06-30,47.45
item-0,2025-07-01,48.31
item-0,2025-07-02,60.86
item-0,2025-07-03,48.0
item-0,2025-07-04,44.32
item-0,2025-07-05,38.05
item-0,2025-07-06,50.77
item-0,2025-07-07,47.97
item-0,2025-07-08,49.62
item-0,2025-07-09,48.53
item-0,2025-07-10,49.36
item-0,2025-07-11,54.65
item-0,2025-07-12,34.14
item-0,2025-07-13,41.66
item-0,2025-07-14,48.01
item-0,2025-07-15,62.44
item-0,2025-07-16,48.74
item-0,2025-07-17,60.8
item-0,2025-07-18,43.86
item-0,2025-07-19,46.67
item-0,2025-07-20,40.31
item-0,2025-07-21,48.5
item-0,2025-07-22,57.74
item-0,2025-07-23,51.83
item-0,2025-07-24,53.27
item-0,2025-07-25,45.06
item-0,2025-07-26,37.23
item-0,2025-07-27,41.82
item-0,2025-07-28,47.95
item-0,2025-07-29,53.38
item-0,2025-07-30,49.53
item-0,2025-07-31,59.83
item-0,2025-08-01,55.2
item-0,2025-08-02,40.79
item-0,2025-08-03,40.08
item-1,2025-01-06,45.63
item-1,2025-01-07,60.03
item-1,2025-01-08,49.17
item-1,2025-01-09,48.83
item-1,2025-01-10,42.33
item-1,2025-01-11,36.9
item-1,2025-01-12,49.47
item-1,2025-01-13,43.75
item-1,2025-01-14,48.35
item-1,2025-01-15,55.17
item-1,2025-01-16,49.72
item-1,2025-01-17,47.98
item-1,2025-01-18,37.92
item-1,2025-01-19,37.41
item-1,2025-01-20,59.1
item-1,2025-01-21,57.5
item-1,2025-01-22,48.37
item-1,2025-01-23,58.87
item-1,2025-01-24,42.81
item-1,2025-01-25,34.97
item-1,2025-01-26,48.55
item-1,2025-01-27,46.31
item-1,2025-01-28,58.99
item-1,2025-01-29,54.91
item-1,2025-01-30,49.05
item-1,2025-01-31,53.04
item-1,2025-02-01,32.37
item-1,2025-02-02,39.5
item-1,2025-02-03,47.49
item-1,2025-02-04,59.84
item-1,2025-02-05,46.24
item-1,2025-02-06,48.56
item-1,2025-02-07,43.79
item-1,2025-02-08,37.3
item-1,2025-02-09,39.4
item-1,2025-02-10,48.03
item-1,2025-02-11,51.53
item-1,2025-02-12,47.27
item-1,2025-02-13,56.45
item-1,2025-02-14,43.44
item-1,2025-02-15,39.02
item-1,2025-02-16,39.58
item-1,2025-02-17,55.25
item-1,2025-02-18,46.89
item-1,2025-02-19,47.4
item-1,2025-02-20,47.35
item-1,2025-02-21,43.81
item-1,2025-02-22,35.13
item-1,2025-02-23,39.2
item-1,2025-02-24,48.0
item-1,2025-02-25,47.27
item-1,2025-02-26,51.41
item-1,2025-02-27,48.33
item-1,2025-02-28,43.66
item-1,2025-03-01,46.6
item-1,2025-03-02,41.52
item-1,2025-03-03,47.13
item-1,2025-03-04,48.36
item-1,2025-03-05,51.21
item-1,2025-03-06,49.85
item-1,2025-03-07,43.59
item-1,2025-03-08,41.09
item-1,2025-03-09,41.08
item-1,2025-03-10,47.46
item-1,2025-03-11,59.23
item-1,2025-03-12,50.32
item-1,2025-03-13,61.25
item-1,2025-03-14,45.54
item-1,2025-03-15,39.27
item-1,2025-03-16,39.42
item-1,2025-03-17,59.62
item-1,2025-03-18,52.13
item-1,2025-03-19,49.99
item-1,2025-03-20,51.21
item-1,2025-03-21,43.32
item-1,2025-03-22,51.06
item-1,2025-03-23,39.94
item-1,2025-03-24,46.93
item-1,2025-03-25,53.55
item-1,2025-03-26,53.57
item-1,2025-03-27,50.18
item-1,2025-03-28,53.69
item-1,2025-03-29,46.69
item-1,2025-03-30,51.22
item-1,2025-03-31,45.92
item-1,2025-04-01,61.86
item-1,2025-04-02,47.47
item-1,2025-04-03,50.51
item-1,2025-04-04,42.34
item-1,2025-04-05,38.51
item-1,2025-04-06,51.42
item-1,2025-04-07,48.05
item-1,2025-04-08,47.96
item-1,2025-04-09,53.76
item-1,2025-04-10,51.66
item-1,2025-04-11,47.6
item-1,2025-04-12,36.87
item-1,2025-04-13,41.11
item-1,2025-04-14,61.85
item-1,2025-04-15,50.78
item-1,2025-04-16,49.24
item-1,2025-04-17,48.84
item-1,2025-04-18,45.24
item-1,2025-04-19,41.05
item-1,2025-04-20,51.1
item-1,2025-04-21,57.39
item-1,2025-04-22,50.37
item-1,2025-04-23,48.9
item-1,2025-04-24,50.36
item-1,2025-04-25,47.93
item-1,2025-04-26,51.41
item-1,2025-04-27,39.6
item-1,2025-04-28,49.01
item-1,2025-04-29,61.04
item-1,2025-04-30,51.92
item-1,2025-05-01,52.01
item-1,2025-05-02,47.08
item-1,2025-05-03,38.98
item-1,2025-05-04,50.57
item-1,2025-05-05,49.71
item-1,2025-05-06,52.51
item-1,2025-05-07,52.95
item-1,2025-05-08,51.03
item-1,2025-05-09,45.9
item-1,2025-05-10,49.03
item-1,2025-05-11,43.08
item-1,2025-05-12,61.49
item-1,2025-05-13,51.49
item-1,2025-05-14,53.31
item-1,2025-05-15,50.68
item-1,2025-05-16,48.8
item-1,2025-05-17,40.58
item-1,2025-05-18,42.59
item-1,2025-05-19,49.83
item-1,2025-05-20,61.34
item-1,2025-05-21,54.18
item-1,2025-05-22,60.77
item-1,2025-05-23,45.93
item-1,2025-05-24,41.35
item-1,2025-05-25,42.76
item-1,2025-05-26,48.14
item-1,2025-05-27,52.62
item-1,2025-05-28,51.4
item-1,2025-05-29,64.72
item-1,2025-05-30,56.46
item-1,2025-05-31,53.34
item-1,2025-06-01,52.21
item-1,2025-06-02,59.74
item-1,2025-06-03,55.15
item-1,2025-06-04,54.04
item-1,2025-06-05,51.78
item-1,2025-06-06,45.99
item-1,2025-06-07,52.95
item-1,2025-06-08,54.93
item-1,2025-06-09,52.58
item-1,2025-06-10,52.28
item-1,2025-06-11,54.42
item-1,2025-06-12,50.93
item-1,2025-06-13,58.52
item-1,2025-06-14,50.57
item-1,2025-06-15,41.05
item-1,2025-06-16,51.28
item-1,2025-06-17,49.39
item-1,2025-06-18,65.69
item-1,2025-06-19,51.9
item-1,2025-06-20,48.09
item-1,2025-06-21,42.95
item-1,2025-06-22,44.16
item-1,2025-06-23,51.98
item-1,2025-06-24,53.07
item-1,2025-06-25,54.13
item-1,2025-06-26,52.49
item-1,2025-06-27,58.23
item-1,2025-06-28,40.9
item-1,2025-06-29,54.08
item-1,2025-06-30,51.86
item-1,2025-07-01,63.11
item-1,2025-07-02,52.01
item-1,2025-07-03,52.42
item-1,2025-07-04,48.48
item-1,2025-07-05,51.94
item-1,2025-07-06,44.12
item-1,2025-07-07,61.39
item-1,2025-07-08,53.79
item-1,2025-07-09,52.14
item-1,2025-07-10,52.93
item-1,2025-07-11,49.52
item-1,2025-07-12,43.45
item-1,2025-07-13,42.33
item-1,2025-07-14,49.41
item-1,2025-07-15,53.25
item-1,2025-07-16,53.85
item-1,2025-07-17,54.48
item-1,2025-07-18,47.0
item-1,2025-07-19,43.21
item-1,2025-07-20,54.85
item-1,2025-07-21,51.04
item-1,2025-07-22,55.99
item-1,2025-07-23,52.26
item-1,2025-07-24,53.18
item-1,2025-07-25,46.98
item-1,2025-07-26,55.44
item-1,2025-07-27,45.83
item-1,2025-07-28,53.04
item-1,2025-07-29,54.26
item-1,2025-07-30,63.93
item-1,2025-07-31,54.44
item-1,2025-08-01,48.3
item-1,2025-08-02,42.66
item-1,2025-08-03,44.8
item-2,2025-01-06,49.36
item-2,2025-01-07,51.76
item-2,2025-01-08,51.23
item-2,2025-01-09,50.01
item-2,2025-01-10,47.26
item-2,2025-01-11,39.75
item-2,2025-01-12,42.55
item-2,2025-01-13,61.61
item-2,2025-01-14,64.68
item-2,2025-01-15,61.58
item-2,2025-01-16,53.77
item-2,2025-01-17,45.19
item-2,2025-01-18,50.22
item-2,2025-01-19,42.86
item-2,2025-01-20,60.3
item-2,2025-01-21,51.36
item-2,2025-01-22,54.93
item-2,2025-01-23,51.81
item-2,2025-01-24,55.4
item-2,2025-01-25,47.88
item-2,2025-01-26,43.64
item-2,2025-01-27,49.86
item-2,2025-01-28,62.26
item-2,2025-01-29,53.97
item-2,2025-01-30,51.6
item-2,2025-01-31,49.69
item-2,2025-02-01,42.91
item-2,2025-02-02,43.97
item-2,2025-02-03,51.2
item-2,2025-02-04,53.32
item-2,2025-02-05,54.28
item-2,2025-02-06,53.77
item-2,2025-02-07,46.85
item-2,2025-02-08,40.83
item-2,2025-02-09,44.59
item-2,2025-02-10,60.84
item-2,2025-02-11,53.34
item-2,2025-02-12,54.03
item-2,2025-02-13,51.84
item-2,2025-02-14,46.82
item-2,2025-02-15,41.09
item-2,2025-02-16,52.25
item-2,2025-02-17,54.76
item-2,2025-02-18,51.88
item-2,2025-02-19,53.32
item-2,2025-02-20,53.49
item-2,2025-02-21,49.1
item-2,2025-02-22,40.54
item-2,2025-02-23,44.36
item-2,2025-02-24,50.82
item-2,2025-02-25,53.35
item-2,2025-02-26,51.48
item-2,2025-02-27,53.23
item-2,2025-02-28,51.15
item-2,2025-03-01,42.66
item-2,2025-03-02,53.77
item-2,2025-03-03,62.16
item-2,2025-03-04,55.27
item-2,2025-03-05,53.55
item-2,2025-03-06,54.21
item-2,2025-03-07,58.5
item-2,2025-03-08,43.85
item-2,2025-03-09,44.39
item-2,2025-03-10,52.25
item-2,2025-03-11,54.0
item-2,2025-03-12,54.78
item-2,2025-03-13,53.51
item-2,2025-03-14,49.22
item-2,2025-03-15,43.01
item-2,2025-03-16,43.69
item-2,2025-03-17,53.43
item-2,2025-03-18,64.85
item-2,2025-03-19,55.5
item-2,2025-03-20,53.51
item-2,2025-03-21,60.68
item-2,2025-03-22,40.89
item-2,2025-03-23,55.81
item-2,2025-03-24,53.2
item-2,2025-03-25,54.41
item-2,2025-03-26,55.34
item-2,2025-03-27,53.37
item-2,2025-03-28,46.22
item-2,2025-03-29,43.25
item-2,2025-03-30,45.38
item-2,2025-03-31,54.04
item-2,2025-04-01,54.31
item-2,2025-04-02,53.07
item-2,2025-04-03,55.05
item-2,2025-04-04,48.86
item-2,2025-04-05,40.92
item-2,2025-04-06,44.83
item-2,2025-04-07,49.82
item-2,2025-04-08,54.08
item-2,2025-04-09,52.7
item-2,2025-04-10,58.7
item-2,2025-04-11,59.24
item-2,2025-04-12,45.85
item-2,2025-04-13,44.6
item-2,2025-04-14,55.31
item-2,2025-04-15,56.76
item-2,2025-04-16,55.57
item-2,2025-04-17,64.61
item-2,2025-04-18,51.07
item-2,2025-04-19,45.54
item-2,2025-04-20,45.47
item-2,2025-04-21,53.18
item-2,2025-04-22,54.33
item-2,2025-04-23,55.5
item-2,2025-04-24,65.51
item-2,2025-04-25,51.77
item-2,2025-04-26,42.93
item-2,2025-04-27,47.78
item-2,2025-04-28,52.23
item-2,2025-04-29,57.54
item-2,2025-04-30,58.64
item-2,2025-05-01,55.32
item-2,2025-05-02,59.72
item-2,2025-05-03,51.06
item-2,2025-05-04,46.87
item-2,2025-05-05,53.61
item-2,2025-05-06,58.18
item-2,2025-05-07,65.21
item-2,2025-05-08,51.64
item-2,2025-05-09,51.02
item-2,2025-05-10,43.11
item-2,2025-05-11,57.27
item-2,2025-05-12,51.72
item-2,2025-05-13,53.34
item-2,2025-05-14,53.68
item-2,2025-05-15,55.46
item-2,2025-05-16,51.06
item-2,2025-05-17,45.35
item-2,2025-05-18,46.89
item-2,2025-05-19,64.7
item-2,2025-05-20,58.42
item-2,2025-05-21,52.59
item-2,2025-05-22,56.7
item-2,2025-05-23,51.74
item-2,2025-05-24,45.22
item-2,2025-05-25,44.5
item-2,2025-05-26,55.13
item-2,2025-05-27,67.38
item-2,2025-05-28,55.75
item-2,2025-05-29,56.67
item-2,2025-05-30,52.26
item-2,2025-05-31,43.79
item-2,2025-06-01,46.7
item-2,2025-06-02,67.9
item-2,2025-06-03,56.5
item-2,2025-06-04,55.04
item-2,2025-06-05,54.42
item-2,2025-06-06,49.75
item-2,2025-06-07,45.44
item-2,2025-06-08,49.18
item-2,2025-06-09,62.88
item-2,2025-06-10,56.82
item-2,2025-06-11,55.4
item-2,2025-06-12,60.85
item-2,2025-06-13,51.61
item-2,2025-06-14,44.44
item-2,2025-06-15,47.91
item-2,2025-06-16,55.24
item-2,2025-06-17,67.6
item-2,2025-06-18,55.08
item-2,2025-06-19,55.39
item-2,2025-06-20,51.41
item-2,2025-06-21,43.88
item-2,2025-06-22,47.25
item-2,2025-06-23,55.47
item-2,2025-06-24,65.55
item-2,2025-06-25,59.07
item-2,2025-06-26,68.1
item-2,2025-06-27,52.42
item-2,2025-06-28,46.36
item-2,2025-06-29,46.32
item-2,2025-06-30,54.06
item-2,2025-07-01,57.62
item-2,2025-07-02,67.25
item-2,2025-07-03,58.16
item-2,2025-07-04,53.93
item-2,2025-07-05,47.26
item-2,2025-07-06,57.5
item-2,2025-07-07,65.52
item-2,2025-07-08,56.08
item-2,2025-07-09,56.87
item-2,2025-07-10,56.96
item-2,2025-07-11,61.02
item-2,2025-07-12,46.25
item-2,2025-07-13,51.09
item-2,2025-07-14,56.47
item-2,2025-07-15,67.21
item-2,2025-07-16,67.96
item-2,2025-07-17,59.51
item-2,2025-07-18,53.09
item-2,2025-07-19,45.45
item-2,2025-07-20,48.31
item-2,2025-07-21,54.75
item-2,2025-07-22,56.97
item-2,2025-07-23,57.26
item-2,2025-07-24,66.35
item-2,2025-07-25,53.77
item-2,2025-07-26,47.04
item-2,2025-07-27,59.57
item-2,2025-07-28,55.86
item-2,2025-07-29,56.49
item-2,2025-07-30,58.57
item-2,2025-07-31,66.97
item-2,2025-08-01,64.08
item-2,2025-08-02,54.49
item-2,2025-08-03,50.03
item-3,2025-01-06,53.45
item-3,2025-01-07,56.9
item-3,2025-01-08,53.25
item-3,2025-01-09,64.57
item-3,2025-01-10,50.0
item-3,2025-01-11,46.95
item-3,2025-01-12,59.73
item-3,2025-01-13,56.51
item-3,2025-01-14,64.92
item-3,2025-01-15,55.47
item-3,2025-01-16,55.71
item-3,2025-01-17,50.48
item-3,2025-01-18,45.49
item-3,2025-01-19,46.55
item-3,2025-01-20,57.71
item-3,2025-01-21,59.45
item-3,2025-01-22,56.76
item-3,2025-01-23,55.72
item-3,2025-01-24,50.9
item-3,2025-01-25,45.59
item-3,2025-01-26,45.74
item-3,2025-01-27,53.71
item-3,2025-01-28,57.9
item-3,2025-01-29,57.18
item-3,2025-01-30,56.64
item-3,2025-01-31,50.27
item-3,2025-02-01,55.42
item-3,2025-02-02,49.83
item-3,2025-02-03,56.73
item-3,2025-02-04,56.87
item-3,2025-02-05,57.28
item-3,2025-02-06,57.45
item-3,2025-02-07,51.05
item-3,2025-02-08,45.07
item-3,2025-02-09,57.08
item-3,2025-02-10,67.9
item-3,2025-02-11,66.93
item-3,2025-02-12,56.06
item-3,2025-02-13,55.19
item-3,2025-02-14,51.21
item-3,2025-02-15,46.76
item-3,2025-02-16,48.03
item-3,2025-02-17,54.44
item-3,2025-02-18,67.37
item-3,2025-02-19,57.91
item-3,2025-02-20,55.81
item-3,2025-02-21,53.3
item-3,2025-02-22,53.95
item-3,2025-02-23,46.7
item-3,2025-02-24,59.18
item-3,2025-02-25,56.1
item-3,2025-02-26,58.89
item-3,2025-02-27,58.65
item-3,2025-02-28,63.36
item-3,2025-03-01,46.66
item-3,2025-03-02,49.79
item-3,2025-03-03,67.24
item-3,2025-03-04,59.88
item-3,2025-03-05,57.29
item-3,2025-03-06,59.41
item-3,2025-03-07,53.24
item-3,2025-03-08,52.66
item-3,2025-03-09,51.47
item-3,2025-03-10,55.81
item-3,2025-03-11,56.54
item-3,2025-03-12,69.35
item-3,2025-03-13,67.39
item-3,2025-03-14,50.93
item-3,2025-03-15,46.85
item-3,2025-03-16,49.91
item-3,2025-03-17,55.77
item-3,2025-03-18,70.0
item-3,2025-03-19,67.23
item-3,2025-03-20,67.93
item-3,2025-03-21,53.92
item-3,2025-03-22,45.84
item-3,2025-03-23,57.58
item-3,2025-03-24,57.52
item-3,2025-03-25,65.91
item-3,2025-03-26,58.24
item-3,2025-03-27,58.07
item-3,2025-03-28,53.39
item-3,2025-03-29,46.04
item-3,2025-03-30,50.85
item-3,2025-03-31,58.51
item-3,2025-04-01,54.59
item-3,2025-04-02,55.7
item-3,2025-04-03,66.2
item-3,2025-04-04,54.55
item-3,2025-04-05,46.92
item-3,2025-04-06,48.54
item-3,2025-04-07,67.54
item-3,2025-04-08,66.06
item-3,2025-04-09,58.04
item-3,2025-04-10,58.49
item-3,2025-04-11,60.92
item-3,2025-04-12,49.22
item-3,2025-04-13,50.83
item-3,2025-04-14,57.95
item-3,2025-04-15,58.34
item-3,2025-04-16,57.72
item-3,2025-04-17,58.42
item-3,2025-04-18,52.93
item-3,2025-04-19,59.43
item-3,2025-04-20,50.4
item-3,2025-04-21,55.43
item-3,2025-04-22,70.25
item-3,2025-04-23,63.35
item-3,2025-04-24,60.4
item-3,2025-04-25,55.25
item-3,2025-04-26,46.46
item-3,2025-04-27,49.15
item-3,2025-04-28,68.38
item-3,2025-04-29,59.54
item-3,2025-04-30,61.47
item-3,2025-05-01,55.76
item-3,2025-05-02,55.98
item-3,2025-05-03,48.31
item-3,2025-05-04,61.31
item-3,2025-05-05,56.38
item-3,2025-05-06,59.35
item-3,2025-05-07,61.22
item-3,2025-05-08,63.08
item-3,2025-05-09,54.31
item-3,2025-05-10,49.58
item-3,2025-05-11,50.95
item-3,2025-05-12,59.24
item-3,2025-05-13,62.02
item-3,2025-05-14,70.93
item-3,2025-05-15,57.52
item-3,2025-05-16,55.8
item-3,2025-05-17,46.36
item-3,2025-05-18,47.63
item-3,2025-05-19,59.87
item-3,2025-05-20,60.64
item-3,2025-05-21,59.0
item-3,2025-05-22,61.86
item-3,2025-05-23,55.27
item-3,2025-05-24,46.48
item-3,2025-05-25,61.55
item-3,2025-05-26,60.06
item-3,2025-05-27,59.18
item-3,2025-05-28,70.28
item-3,2025-05-29,61.23
item-3,2025-05-30,53.85
item-3,2025-05-31,50.84
item-3,2025-06-01,50.15
item-3,2025-06-02,55.46
item-3,2025-06-03,61.54
item-3,2025-06-04,62.46
item-3,2025-06-05,69.44
item-3,2025-06-06,66.06
item-3,2025-06-07,48.74
item-3,2025-06-08,54.5
item-3,2025-06-09,54.68
item-3,2025-06-10,59.1
item-3,2025-06-11,60.13
item-3,2025-06-12,58.64
item-3,2025-06-13,54.52
item-3,2025-06-14,48.45
item-3,2025-06-15,51.57
item-3,2025-06-16,60.31
item-3,2025-06-17,60.19
item-3,2025-06-18,60.99
item-3,2025-06-19,70.33
item-3,2025-06-20,65.42
item-3,2025-06-21,62.08
item-3,2025-06-22,50.65
item-3,2025-06-23,60.21
item-3,2025-06-24,58.33
item-3,2025-06-25,57.47
item-3,2025-06-26,61.7
item-3,2025-06-27,66.21
item-3,2025-06-28,49.9
item-3,2025-06-29,49.33
item-3,2025-06-30,59.86
item-3,2025-07-01,60.15
item-3,2025-07-02,59.86
item-3,2025-07-03,73.77
item-3,2025-07-04,54.94
item-3,2025-07-05,48.39
item-3,2025-07-06,61.4
item-3,2025-07-07,61.28
item-3,2025-07-08,59.89
item-3,2025-07-09,72.07
item-3,2025-07-10,59.64
item-3,2025-07-11,56.33
item-3,2025-07-12,49.14
item-3,2025-07-13,52.55
item-3,2025-07-14,60.05
item-3,2025-07-15,60.41
item-3,2025-07-16,59.99
item-3,2025-07-17,59.78
item-3,2025-07-18,55.98
item-3,2025-07-19,49.77
item-3,2025-07-20,64.35
item-3,2025-07-21,58.68
item-3,2025-07-22,61.75
item-3,2025-07-23,64.64
item-3,2025-07-24,75.63
item-3,2025-07-25,58.0
item-3,2025-07-26,49.32
item-3,2025-07-27,54.71
item-3,2025-07-28,59.59
item-3,2025-07-29,61.54
item-3,2025-07-30,73.84
item-3,2025-07-31,61.81
item-3,2025-08-01,66.34
item-3,2025-08-02,61.02
item-3,2025-08-03,59.85
item-4,2025-01-06,57.58
item-4,2025-01-07,61.56
item-4,2025-01-08,60.96
item-4,2025-01-09,59.96
item-4,2025-01-10,56.52
item-4,2025-01-11,58.24
item-4,2025-01-12,49.13
item-4,2025-01-13,59.31
item-4,2025-01-14,61.36
item-4,2025-01-15,58.98
item-4,2025-01-16,58.61
item-4,2025-01-17,56.24
item-4,2025-01-18,46.84
item-4,2025-01-19,51.51
item-4,2025-01-20,69.31
item-4,2025-01-21,60.59
item-4,2025-01-22,58.76
item-4,2025-01-23,61.06
item-4,2025-01-24,55.88
item-4,2025-01-25,51.42
item-4,2025-01-26,53.17
item-4,2025-01-27,55.93
item-4,2025-01-28,60.86
item-4,2025-01-29,62.62
item-4,2025-01-30,63.11
item-4,2025-01-31,53.54
item-4,2025-02-01,49.37
item-4,2025-02-02,50.65
item-4,2025-02-03,59.34
item-4,2025-02-04,58.95
item-4,2025-02-05,63.51
item-4,2025-02-06,60.91
item-4,2025-02-07,66.53
item-4,2025-02-08,60.12
item-4,2025-02-09,53.83
item-4,2025-02-10,58.17
item-4,2025-02-11,58.77
item-4,2025-02-12,64.6
item-4,2025-02-13,69.91
item-4,2025-02-14,58.43
item-4,2025-02-15,48.37
item-4,2025-02-16,62.0
item-4,2025-02-17,60.81
item-4,2025-02-18,59.65
item-4,2025-02-19,58.25
item-4,2025-02-20,60.93
item-4,2025-02-21,59.19
item-4,2025-02-22,50.52
item-4,2025-02-23,53.05
item-4,2025-02-24,59.76
item-4,2025-02-25,75.02
item-4,2025-02-26,61.28
item-4,2025-02-27,61.6
item-4,2025-02-28,58.03
item-4,2025-03-01,50.04
item-4,2025-03-02,51.19
item-4,2025-03-03,61.95
item-4,2025-03-04,62.09
item-4,2025-03-05,61.01
item-4,2025-03-06,60.1
item-4,2025-03-07,55.64
item-4,2025-03-08,59.06
item-4,2025-03-09,51.88
item-4,2025-03-10,68.22
item-4,2025-03-11,60.96
item-4,2025-03-12,60.91
item-4,2025-03-13,62.46
item-4,2025-03-14,56.5
item-4,2025-03-15,50.6
item-4,2025-03-16,52.59
item-4,2025-03-17,62.41
item-4,2025-03-18,64.18
item-4,2025-03-19,61.33
item-4,2025-03-20,74.75
item-4,2025-03-21,57.02
item-4,2025-03-22,59.16
item-4,2025-03-23,51.66
item-4,2025-03-24,61.08
item-4,2025-03-25,64.09
item-4,2025-03-26,64.32
item-4,2025-03-27,63.07
item-4,2025-03-28,57.77
item-4,2025-03-29,52.7
item-4,2025-03-30,54.79
item-4,2025-03-31,61.95
item-4,2025-04-01,65.67
item-4,2025-04-02,72.51
item-4,2025-04-03,61.68
item-4,2025-04-04,56.31
item-4,2025-04-05,61.68
item-4,2025-04-06,53.33
