timestamp,open,close,high,low
2012-10-01,103.10351939083763,101.28820744918619,104.10351939083763,100.28820744918619
2012-11-01,101.28820744918619,102.4314194506375,103.4314194506375,100.28820744918619
2012-12-01,102.4314194506375,103.4005102238501,104.4005102238501,101.4314194506375
2013-01-01,103.4005102238501,104.53617785690581,105.53617785690581,102.4005102238501
2013-02-01,104.53617785690581,104.7984387162062,105.7984387162062,103.53617785690581
2013-03-01,104.7984387162062,103.33827636445963,105.7984387162062,102.33827636445963
2013-04-01,103.33827636445963,105.5676593982457,106.5676593982457,102.33827636445963
2013-05-01,105.5676593982457,104.79300621924412,106.5676593982457,103.79300621924412
2013-06-01,104.79300621924412,104.32819499089952,105.79300621924412,103.32819499089952
2013-07-01,104.32819499089952,106.0715464783022,107.0715464783022,103.32819499089952
2013-08-01,106.0715464783022,106.99713437068573,107.99713437068573,105.0715464783022
2013-09-01,106.99713437068573,107.71186776788838,108.71186776788838,105.99713437068573
2013-10-01,107.71186776788838,107.87220749425472,108.87220749425472,106.71186776788838
2013-11-01,107.87220749425472,107.5026800643123,108.87220749425472,106.5026800643123
2013-12-01,107.5026800643123,106.9301434003069,108.5026800643123,105.9301434003069
2014-01-01,106.9301434003069,108.319682729048,109.319682729048,105.9301434003069
2014-02-01,108.319682729048,107.21664826230874,109.319682729048,106.21664826230874
2014-03-01,107.21664826230874,106.85280187209591,108.21664826230874,105.85280187209591
2014-04-01,106.85280187209591,106.9886542349327,107.9886542349327,105.85280187209591
2014-05-01,106.9886542349327,105.53849879685228,107.9886542349327,104.53849879685228
2014-06-01,105.53849879685228,105.35376839155333,106.53849879685228,104.35376839155333
2014-07-01,105.35376839155333,105.64376349595513,106.64376349595513,104.35376839155333
2014-08-01,105.64376349595513,105.32856287521207,106.64376349595513,104.32856287521207
2014-09-01,105.32856287521207,104.80656769631744,106.32856287521207,103.80656769631744
2014-10-01,104.80656769631744,104.48909924663451,105.80656769631744,103.48909924663451
2014-11-01,104.48909924663451,105.24236900452574,106.24236900452574,103.48909924663451
2014-12-01,105.24236900452574,103.8127326006112,106.24236900452574,102.8127326006112
2015-01-01,103.8127326006112,104.08261594920295,105.08261594920295,102.8127326006112
2015-02-01,104.08261594920295,104.84177210635406,105.84177210635406,103.08261594920295
2015-03-01,104.84177210635406,105.24120639525545,106.24120639525545,103.84177210635406
2015-04-01,105.24120639525545,107.49110143672793,108.49110143672793,104.24120639525545
2015-05-01,107.49110143672793,105.77030611403458,108.49110143672793,104.77030611403458
2015-06-01,105.77030611403458,105.05893732062182,106.77030611403458,104.05893732062182
2015-07-01,105.05893732062182,106.51944428741108,107.51944428741108,104.05893732062182
2015-08-01,106.51944428741108,105.78535459978471,107.51944428741108,104.78535459978471
2015-09-01,105.78535459978471,104.91404496653385,106.78535459978471,103.91404496653385
2015-10-01,104.91404496653385,104.63368523555177,105.91404496653385,103.63368523555177
2015-11-01,104.63368523555177,104.4612489717005,105.63368523555177,103.4612489717005
2015-12-01,104.4612489717005,104.16389174672321,105.4612489717005,103.16389174672321
2016-01-01,104.16389174672321,103.32615411911176,105.16389174672321,102.32615411911176
2016-02-01,103.32615411911176,102.69199389779683,104.32615411911176,101.69199389779683
2016-03-01,102.69199389779683,104.39486097032454,105.39486097032454,101.69199389779683
2016-04-01,104.39486097032454,102.91960814227498,105.39486097032454,101.91960814227498
2016-05-01,102.91960814227498,103.0706193867564,104.0706193867564,101.91960814227498
2016-06-01,103.0706193867564,103.30649368158348,104.30649368158348,102.0706193867564
2016-07-01,103.30649368158348,102.5792684934049,104.30649368158348,101.5792684934049
2016-08-01,102.5792684934049,102.60464320663519,103.60464320663519,101.5792684934049
2016-09-01,102.60464320663519,103.87122738236391,104.87122738236391,101.60464320663519
2016-10-01,103.87122738236391,104.55792992465999,105.55792992465999,102.87122738236391
2016-11-01,104.55792992465999,105.37929145426739,106.37929145426739,103.55792992465999
2016-12-01,105.37929145426739,108.19230346377222,109.19230346377222,104.37929145426739
2017-01-01,108.19230346377222,109.17682650519338,110.17682650519338,107.19230346377222
2017-02-01,109.17682650519338,107.09627494393888,110.17682650519338,106.09627494393888
2017-03-01,107.09627494393888,106.42946176274705,108.09627494393888,105.42946176274705
2017-04-01,106.42946176274705,105.65607110203413,107.42946176274705,104.65607110203413
2017-05-01,105.65607110203413,106.43623719774294,107.43623719774294,104.65607110203413
2017-06-01,106.43623719774294,107.52025066021386,108.52025066021386,105.43623719774294
2017-07-01,107.52025066021386,108.36405351409525,109.36405351409525,106.52025066021386
2017-08-01,108.36405351409525,108.64481289048808,109.64481289048808,107.36405351409525
2017-09-01,108.64481289048808,107.97235625316489,109.64481289048808,106.97235625316489
2017-10-01,107.97235625316489,107.44596524611522,108.97235625316489,106.44596524611522
2017-11-01,107.44596524611522,107.41881664474957,108.44596524611522,106.41881664474957
2017-12-01,107.41881664474957,106.75783384377974,108.41881664474957,105.75783384377974
2018-01-01,106.75783384377974,106.96572949272411,107.96572949272411,105.75783384377974
2018-02-01,106.96572949272411,107.05219300331912,108.05219300331912,105.96572949272411
2018-03-01,107.05219300331912,105.92851505714547,108.05219300331912,104.92851505714547
2018-04-01,105.92851505714547,107.18765548801963,108.18765548801963,104.92851505714547
2018-05-01,107.18765548801963,108.19398629452071,109.19398629452071,106.18765548801963
2018-06-01,108.19398629452071,108.65530735800746,109.65530735800746,107.19398629452071
2018-07-01,108.65530735800746,110.35771606413702,111.35771606413702,107.65530735800746
2018-08-01,110.35771606413702,109.98521411681996,111.35771606413702,108.98521411681996
2018-09-01,109.98521411681996,110.14236722875965,111.14236722875965,108.98521411681996
2018-10-01,110.14236722875965,109.3357294393455,111.14236722875965,108.3357294393455
2018-11-01,109.3357294393455,108.03966485268633,110.3357294393455,107.03966485268633
2018-12-01,108.03966485268633,107.64993506865515,109.03966485268633,106.64993506865515
2019-01-01,107.64993506865515,110.02418206600632,111.02418206600632,106.64993506865515
2019-02-01,110.02418206600632,111.20236706585358,112.20236706585358,109.02418206600632
2019-03-01,111.20236706585358,110.09337874957363,112.20236706585358,109.09337874957363
2019-04-01,110.09337874957363,109.94379935147813,111.09337874957363,108.94379935147813
2019-05-01,109.94379935147813,109.30443952140453,110.94379935147813,108.30443952140453
2019-06-01,109.30443952140453,109.90468188979781,110.90468188979781,108.30443952140453
2019-07-01,109.90468188979781,110.15941536899872,111.15941536899872,108.90468188979781
2019-08-01,110.15941536899872,110.08485118543484,111.15941536899872,109.08485118543484
2019-09-01,110.08485118543484,111.40313897839819,112.40313897839819,109.08485118543484
2019-10-01,111.40313897839819,109.53560709300504,112.40313897839819,108.53560709300504
2019-11-01,109.53560709300504,110.15137332200922,111.15137332200922,108.53560709300504
2019-12-01,110.15137332200922,110.02682171086651,111.15137332200922,109.02682171086651
2020-01-01,110.02682171086651,110.24209423471166,111.24209423471166,109.02682171086651
2020-02-01,110.24209423471166,111.10369152663225,112.10369152663225,109.24209423471166
2020-03-01,111.10369152663225,111.92398274688537,112.92398274688537,110.10369152663225
2020-04-01,111.92398274688537,113.13054973442595,114.13054973442595,110.92398274688537
2020-05-01,113.13054973442595,113.0504967836267,114.13054973442595,112.0504967836267
2020-06-01,113.0504967836267,112.12715715602822,114.0504967836267,111.12715715602822
2020-07-01,112.12715715602822,114.50116160708761,115.50116160708761,111.12715715602822
2020-08-01,114.50116160708761,115.57205690290942,116.57205690290942,113.50116160708761
2020-09-01,115.57205690290942,114.92831562876242,116.57205690290942,113.92831562876242
2020-10-01,114.92831562876242,115.99513108221379,116.99513108221379,113.92831562876242
2020-11-01,115.99513108221379,116.90478015586484,117.90478015586484,114.99513108221379
2020-12-01,116.90478015586484,117.1465747991891,118.1465747991891,115.90478015586484
2021-01-01,117.1465747991891,118.1902702095806,119.1902702095806,116.1465747991891
2021-02-01,118.1902702095806,119.11733351353408,120.11733351353408,117.1902702095806
2021-03-01,119.11733351353408,120.24113046233188,121.24113046233188,118.11733351353408
2021-04-01,120.24113046233188,120.62058876984729,121.62058876984729,119.24113046233188
2021-05-01,120.62058876984729,121.19643243784364,122.19643243784364,119.62058876984729
2021-06-01,121.19643243784364,120.8626322269362,122.19643243784364,119.8626322269362
2021-07-01,120.8626322269362,121.01778408664808,122.01778408664808,119.8626322269362
2021-08-01,121.01778408664808,121.08324499171081,122.08324499171081,120.01778408664808
2021-09-01,121.08324499171081,121.08690912710908,122.08690912710908,120.08324499171081
2021-10-01,121.08690912710908,121.26400533746948,122.26400533746948,120.08690912710908
2021-11-01,121.26400533746948,121.72451076883794,122.72451076883794,120.26400533746948
2021-12-01,121.72451076883794,121.625267758897,122.72451076883794,120.625267758897
