timestamp,control,control_2,control_3,treated
2014-01-01,104.9551747902809,81.85654432640983,48.04382073125584,106.17517020570493
2014-02-01,105.56846701133695,82.45570094019561,54.23637136095001,107.34557471932206
2014-03-01,103.89321630240983,82.37491391976178,52.3400497584434,108.07854237383022
2014-04-01,106.19177645772433,82.38931863710674,53.096506745161726,107.2726167687192
2014-05-01,102.4776233077761,83.42921983577448,51.15914036154537,106.72447837999593
2014-06-01,106.33099331548,82.27473624602624,50.943970179464074,108.95621565875325
2014-07-01,105.94914999873545,82.23292439195657,53.037726567629775,110.51279637608816
2014-08-01,104.46556242236687,82.18244787077623,49.07288894308067,106.98347197887125
2014-09-01,106.76888107583257,82.7143400670329,46.65850055628366,108.14915341538486
2014-10-01,105.45284918263489,83.72732680119054,44.59208225409074,110.06974048491153
2014-11-01,104.91199583714175,82.85500833415072,48.743530548231526,108.20269183376715
2014-12-01,106.07549230387878,84.60013483558953,51.18943427276433,109.59178073922293
2015-01-01,106.53781379965291,83.55724410402956,55.29633861283207,108.06065997356485
2015-02-01,105.9553150640998,82.4319279569768,46.04956942113076,108.16179894617608
2015-03-01,104.99726080674868,83.2511849703389,54.958545637340116,106.58029129561359
2015-04-01,107.68585845809973,83.50780306633067,55.05292511897559,111.3298000556299
2015-05-01,106.82526209886332,82.05882107069236,54.920026266123315,109.96941596997661
2015-06-01,106.70554716651961,83.82770829256876,54.40035503724535,108.2634308339969
2015-07-01,106.19256419211989,83.86009839273886,45.821059998279935,109.43655344200356
2015-08-01,108.2543116171981,83.11860383038076,49.07718756441302,111.53785891018653
2015-09-01,106.04339247591723,84.73591004089468,51.02795536162384,109.92178256192872
2015-10-01,106.15503440016268,83.31119993747615,50.329057524026645,111.15099545621773
2015-11-01,107.53498554400059,82.71263351036214,46.27222599969903,107.41527382520569
2015-12-01,106.58359234004486,84.46408137491943,46.74540434592117,111.00260396727172
2016-01-01,104.89749238150712,82.75191388602428,49.92078339269785,107.58948162274238
2016-02-01,106.35583706061007,84.2712850049494,51.68494077061294,108.33818917752794
2016-03-01,108.42526381961521,84.40692054644137,53.93706075655513,111.0465609533915
2016-04-01,105.13115683503204,84.56999026646761,48.608368821570494,107.8426889241317
2016-05-01,107.54389387882354,84.37434957539783,48.67785977753196,111.44622550127988
2016-06-01,107.25984207231113,84.36895892984727,46.73778629214688,111.647947631276
2016-07-01,106.5255467045785,85.35394222984195,53.279947989418616,110.24419368736483
2016-08-01,107.38115152986022,83.24747676317851,51.87319763950651,110.1275849001364
2016-09-01,108.99227662700217,82.36995628842108,52.954063742446635,110.16531454213644
2016-10-01,109.71805238810255,83.97515849497407,47.92388285685656,111.29823744970727
2016-11-01,108.7460624873084,83.70899137491976,52.693460125667166,110.37440219611574
2016-12-01,108.57141495857422,83.56251900940353,56.10133250771794,110.49454355787502
2017-01-01,110.06041599281629,83.83535456891255,50.30158383827445,111.63705644674745
2017-02-01,107.35693034307383,84.78426061153125,51.86398806652732,110.12917141827275
2017-03-01,107.78393795972677,84.14480861581166,50.7253187796863,110.09873483696227
2017-04-01,107.50116235337714,84.49168473906687,51.400622668075414,109.5697132402179
2017-05-01,108.73734796043448,85.52936798021315,48.62883993718154,110.4134001067969
2017-06-01,108.68916372526704,84.65473930112684,50.618445999756844,110.43084014300754
2017-07-01,108.55974572229864,83.29333551152222,57.90719451210737,110.61784491248221
2017-08-01,108.06013918740504,83.33192740432423,49.23172717102638,108.88673256493841
2017-09-01,110.7387131203953,84.70062118350025,49.51808270482691,113.32178540854616
2017-10-01,108.65422885510914,84.75457178174824,56.010179779275894,111.78057021840989
2017-11-01,108.88799919197055,83.64370908679108,55.83816446732872,109.34452346422471
2017-12-01,110.58692085130394,85.91959391953795,42.33157109688594,114.32981268217709
2018-01-01,110.36658381864427,86.28855205791501,48.174617445624705,113.08549454259325
2018-02-01,109.95984675812022,85.49922850763598,48.59313987511842,112.54752747584966
2018-03-01,110.70598771550218,85.79447692473609,51.91877430758737,112.95046665141184
2018-04-01,109.96216967047714,84.6049108576526,51.95765381297851,111.09325136625735
2018-05-01,109.65641537106497,84.41699327534975,50.82785493275603,118.89119035948775
2018-06-01,109.16274534348975,85.73624156127968,48.49569328189284,121.8799243973718
2018-07-01,108.76116438614973,83.35692174569066,55.85844955696955,117.17080243448599
2018-08-01,110.11470030647487,85.86425676147311,51.44406225997086,121.57241305728063
2018-09-01,110.76421430789641,86.95265353447226,51.45151120551708,119.76170601731224
2018-10-01,108.79859556179758,84.25964691982006,54.861240098081375,117.77461337824786
2018-11-01,111.58633014819287,86.22253469680274,43.2382955379372,121.11076514737509
2018-12-01,109.23472619604345,84.27684800820649,51.165942171692414,117.67894417333461
2019-01-01,111.08975736262182,85.97389632956897,41.976262710495206,122.11104149769609
2019-02-01,110.87015569083171,84.28645972276621,56.39127902358621,122.35874294617695
2019-03-01,111.8830172491028,86.72917891903086,53.69068842461106,122.65158473851614
2019-04-01,111.66750924151572,85.86577633062639,51.364682694590826,122.66623454662393
2019-05-01,109.19960511582165,86.87540345450431,50.15992082828687,118.13928168458776
2019-06-01,111.0765723520899,87.15681246412261,48.84749669914424,119.88901304001244
2019-07-01,111.32587698672904,84.64964348434701,51.97547595737157,119.09892460241893
2019-08-01,112.00999836816922,85.9503622632318,47.17288436539709,121.62650226993308
2019-09-01,113.08057611618109,84.9620462711598,51.944095813262095,121.67372031841964
2019-10-01,111.28396051622985,86.2304516928178,55.95538299430184,122.06755994592432
2019-11-01,112.16008806460482,84.97532513891524,48.074732823821705,121.01497948914107
2019-12-01,112.39052227191435,86.9699261849055,48.641601964060925,122.10753940530145
2020-01-01,111.50778889919386,84.72219880371584,49.07107571290699,123.85181775627045
2020-02-01,112.02491128016142,86.73938394393066,46.926981166685714,118.46711555821537
2020-03-01,109.70443652657899,86.78043298994898,46.66478487172305,120.76557948687133
2020-04-01,111.67698314647865,86.55006068392319,49.855665076199635,120.82153064277998
2020-05-01,112.13944361157697,85.02292720408752,53.47932512428275,121.11922631554177
2020-06-01,111.79764052632251,86.97523028478675,49.02449599446603,121.22592028360023
2020-07-01,111.87002791436178,85.2665225302671,54.575283589433035,120.25106577420327
2020-08-01,111.68546416086586,87.95999759526632,54.116130873901305,122.26120517254076
2020-09-01,114.3004662964691,88.59887870782532,50.940674946643774,122.40292101874468
2020-10-01,113.4357492285585,85.96965792628765,47.73362218386771,123.47184261336537
2020-11-01,113.55662705545635,86.32485706846232,50.2521228540398,122.87313123932182
2020-12-01,114.42147316350149,86.88603823273223,47.274478616260154,123.60128230932105
2021-01-01,115.02780463494052,85.48019917319368,47.751911887208216,125.62725800599334
2021-02-01,114.62785925800897,85.13727124950982,46.67128725974986,124.12443787786798
2021-03-01,114.2761847729779,86.25428156076235,51.10847891023002,121.87158870764728
2021-04-01,113.15455671639128,86.8792931689654,44.64466213828577,123.15321534016867
2021-05-01,114.52002731300836,86.87513898365451,50.52124649228035,121.24973343406788
2021-06-01,114.58017613330207,85.05830001330541,47.61898760586498,121.43027187477387
2021-07-01,113.49165791536569,86.87055358381386,48.88458184475173,121.52632723632364
2021-08-01,113.71404114810544,86.37991198423896,48.743699575629556,122.07917403855471
2021-09-01,114.17583762251384,87.94228844858839,54.430952606690724,123.317762058743
2021-10-01,113.62311545815037,85.86806151270562,56.09362315138116,121.43498773795844
2021-11-01,112.51753546019869,87.81267656473968,49.71875903782246,123.91158030036866
2021-12-01,113.20971070475025,86.28944159683095,47.815119220204586,124.19398146273993
