timestamp,sales,spend_a,spend_b
2020-02-01,144.78144589247432,29.886681757114395,36.22735110119385
2020-03-01,147.34058973463507,54.45264041552345,21.620536778836534
2020-04-01,151.88086732081848,81.28551129066327,63.79428060224788
2020-05-01,148.78503741425664,64.41726604556086,0.3191896532801408
2020-06-01,146.40173619335246,98.45794418595521,8.129757773605348
2020-07-01,142.50201548514323,17.97810172258266,41.84148677950468
2020-08-01,135.60958128308786,51.22068605227984,50.40035938800206
2020-09-01,136.3785655859796,79.94185645294458,50.42031428281507
2020-10-01,143.35697701491802,56.535918171263745,77.4345904274566
2020-11-01,137.1712153968116,72.93262636309336,34.03907417897942
2020-12-01,146.23238840641642,99.5113582344574,54.25897177088976
2021-01-01,141.4027706651978,35.596404197850426,2.7588548586731143
2021-02-01,146.44979803811572,34.49549858008398,46.67935356457807
2021-03-01,153.4896872487069,71.69131040023655,76.66265305058461
2021-04-01,156.98562231341862,91.21175401146873,51.94713698128833
2021-05-01,149.65269818719585,89.37608166483633,8.937337497559037
2021-06-01,148.27704930375438,26.266142318599993,55.45583189449938
2021-07-01,147.14489012545778,99.30819776653178,52.08451455333738
2021-08-01,138.8534252119747,16.364313220882497,19.607223301912704
2021-09-01,129.61178844648208,23.505610050846215,10.786458517853301
2021-10-01,134.91383966168954,43.640475640849985,70.24547072371105
2021-11-01,135.7547489630358,86.10858671643064,12.266011119246096
2021-12-01,139.89967156579272,56.25300866325902,40.01690809744241
