series_id,timestamp,target,promo,price
item-0,2025-06-07,37.26,0,10
item-0,2025-06-08,49.16,1,8
item-0,2025-06-09,45.12,0,10
item-0,2025-06-10,50.2,0,10
item-0,2025-06-11,58.31,1,8
item-0,2025-06-12,60.19,1,8
item-0,2025-06-13,54.37,1,8
item-0,2025-06-14,37.72,0,10
item-0,2025-06-15,41.48,0,10
item-0,2025-06-16,47.64,0,10
item-0,2025-06-17,48.88,0,10
item-0,2025-06-18,50.75,0,10
item-0,2025-06-19,49.43,0,10
item-0,2025-06-20,44.53,0,10
item-0,2025-06-21,38.93,0,10
item-0,2025-06-22,41.28,0,10
item-0,2025-06-23,47.77,0,10
item-0,2025-06-24,48.04,0,10
item-0,2025-06-25,60.0,1,8
item-0,2025-06-26,59.74,1,8
item-0,2025-06-27,54.57,1,8
item-0,2025-06-28,45.61,1,8
item-0,2025-06-29,50.33,1,8
item-0,2025-06-30,47.45,0,10
item-0,2025-07-01,48.31,0,10
item-0,2025-07-02,60.86,1,8
item-0,2025-07-03,48.0,0,10
item-0,2025-07-04,44.32,0,10
item-0,2025-07-05,38.05,0,10
item-0,2025-07-06,50.77,1,8
item-0,2025-07-07,47.97,0,10
item-0,2025-07-08,49.62,0,10
item-0,2025-07-09,48.53,0,10
item-0,2025-07-10,49.36,0,10
item-0,2025-07-11,54.65,1,8
item-0,2025-07-12,34.14,0,10
item-0,2025-07-13,41.66,0,10
item-0,2025-07-14,48.01,0,10
item-0,2025-07-15,62.44,1,8
item-0,2025-07-16,48.74,0,10
item-0,2025-07-17,60.8,1,8
item-0,2025-07-18,43.86,0,10
item-0,2025-07-19,46.67,1,8
item-0,2025-07-20,40.31,0,10
item-0,2025-07-21,48.5,0,10
item-0,2025-07-22,57.74,1,8
item-0,2025-07-23,51.83,0,10
item-0,2025-07-24,53.27,0,10
item-0,2025-07-25,45.06,0,10
item-0,2025-07-26,37.23,0,10
item-0,2025-07-27,41.82,0,10
item-0,2025-07-28,47.95,0,10
item-0,2025-07-29,53.38,0,10
item-0,2025-07-30,49.53,0,10
item-0,2025-07-31,59.83,1,8
item-0,2025-08-01,55.2,1,8
item-0,2025-08-02,40.79,0,10
item-0,2025-08-03,40.08,0,10
item-1,2025-01-06,45.63,0,10
item-1,2025-01-07,60.03,1,8
item-1,2025-01-08,49.17,0,10
item-1,2025-01-09,48.83,0,10
item-1,2025-01-10,42.33,0,10
item-1,2025-01-11,36.9,0,10
item-1,2025-01-12,49.47,1,8
item-1,2025-01-13,43.75,0,10
item-1,2025-01-14,48.35,0,10
item-1,2025-01-15,55.17,1,8
item-1,2025-01-16,49.72,0,10
item-1,2025-01-17,47.98,0,10
item-1,2025-01-18,37.92,0,10
item-1,2025-01-19,37.41,0,10
item-1,2025-01-20,59.1,1,8
item-1,2025-01-21,57.5,1,8
item-1,2025-01-22,48.37,0,10
item-1,2025-01-23,58.87,1,8
item-1,2025-01-24,42.81,0,10
item-1,2025-01-25,34.97,0,10
item-1,2025-01-26,48.55,1,8
item-1,2025-01-27,46.31,0,10
item-1,2025-01-28,58.99,1,8
item-1,2025-01-29,54.91,1,8
item-1,2025-01-30,49.05,0,10
item-1,2025-01-31,53.04,1,8
item-1,2025-02-01,32.37,0,10
item-1,2025-02-02,39.5,0,10
item-1,2025-02-03,47.49,0,10
item-1,2025-02-04,59.84,1,8
item-1,2025-02-05,46.24,0,10
item-1,2025-02-06,48.56,0,10
item-1,2025-02-07,43.79,0,10
item-1,2025-02-08,37.3,0,10
item-1,2025-02-09,39.4,0,10
item-1,2025-02-10,48.03,0,10
item-1,2025-02-11,51.53,0,10
item-1,2025-02-12,47.27,0,10
item-1,2025-02-13,56.45,1,8
item-1,2025-02-14,43.44,0,10
item-1,2025-02-15,39.02,0,10
item-1,2025-02-16,39.58,0,10
item-1,2025-02-17,55.25,1,8
item-1,2025-02-18,46.89,0,10
item-1,2025-02-19,47.4,0,10
item-1,2025-02-20,47.35,0,10
item-1,2025-02-21,43.81,0,10
item-1,2025-02-22,35.13,0,10
item-1,2025-02-23,39.2,0,10
item-1,2025-02-24,48.0,0,10
item-1,2025-02-25,47.27,0,10
item-1,2025-02-26,51.41,0,10
item-1,2025-02-27,48.33,0,10
item-1,2025-02-28,43.66,0,10
item-1,2025-03-01,46.6,1,8
item-1,2025-03-02,41.52,0,10
item-1,2025-03-03,47.13,0,10
item-1,2025-03-04,48.36,0,10
item-1,2025-03-05,51.21,0,10
item-1,2025-03-06,49.85,0,10
item-1,2025-03-07,43.59,0,10
item-1,2025-03-08,41.09,0,10
item-1,2025-03-09,41.08,0,10
item-1,2025-03-10,47.46,0,10
item-1,2025-03-11,59.23,1,8
item-1,2025-03-12,50.32,0,10
item-1,2025-03-13,61.25,1,8
item-1,2025-03-14,45.54,0,10
item-1,2025-03-15,39.27,0,10
item-1,2025-03-16,39.42,0,10
item-1,2025-03-17,59.62,1,8
item-1,2025-03-18,52.13,0,10
item-1,2025-03-19,49.99,0,10
item-1,2025-03-20,51.21,0,10
item-1,2025-03-21,43.32,0,10
item-1,2025-03-22,51.06,1,8
item-1,2025-03-23,39.94,0,10
item-1,2025-03-24,46.93,0,10
item-1,2025-03-25,53.55,0,10
item-1,2025-03-26,53.57,0,10
item-1,2025-03-27,50.18,0,10
item-1,2025-03-28,53.69,1,8
item-1,2025-03-29,46.69,1,8
item-1,2025-03-30,51.22,1,8
item-1,2025-03-31,45.92,0,10
item-1,2025-04-01,61.86,1,8
item-1,2025-04-02,47.47,0,10
item-1,2025-04-03,50.51,0,10
item-1,2025-04-04,42.34,0,10
item-1,2025-04-05,38.51,0,10
item-1,2025-04-06,51.42,1,8
item-1,2025-04-07,48.05,0,10
item-1,2025-04-08,47.96,0,10
item-1,2025-04-09,53.76,0,10
item-1,2025-04-10,51.66,0,10
item-1,2025-04-11,47.6,0,10
item-1,2025-04-12,36.87,0,10
item-1,2025-04-13,41.11,0,10
item-1,2025-04-14,61.85,1,8
item-1,2025-04-15,50.78,0,10
item-1,2025-04-16,49.24,0,10
item-1,2025-04-17,48.84,0,10
item-1,2025-04-18,45.24,0,10
item-1,2025-04-19,41.05,0,10
item-1,2025-04-20,51.1,1,8
item-1,2025-04-21,57.39,1,8
item-1,2025-04-22,50.37,0,10
item-1,2025-04-23,48.9,0,10
item-1,2025-04-24,50.36,0,10
item-1,2025-04-25,47.93,0,10
item-1,2025-04-26,51.41,1,8
item-1,2025-04-27,39.6,0,10
item-1,2025-04-28,49.01,0,10
item-1,2025-04-29,61.04,1,8
item-1,2025-04-30,51.92,0,10
item-1,2025-05-01,52.01,0,10
item-1,2025-05-02,47.08,0,10
item-1,2025-05-03,38.98,0,10
item-1,2025-05-04,50.57,1,8
item-1,2025-05-05,49.71,0,10
item-1,2025-05-06,52.51,0,10
item-1,2025-05-07,52.95,0,10
item-1,2025-05-08,51.03,0,10
item-1,2025-05-09,45.9,0,10
item-1,2025-05-10,49.03,1,8
item-1,2025-05-11,43.08,0,10
item-1,2025-05-12,61.49,1,8
item-1,2025-05-13,51.49,0,10
item-1,2025-05-14,53.31,0,10
item-1,2025-05-15,50.68,0,10
item-1,2025-05-16,48.8,0,10
item-1,2025-05-17,40.58,0,10
item-1,2025-05-18,42.59,0,10
item-1,2025-05-19,49.83,0,10
item-1,2025-05-20,61.34,1,8
item-1,2025-05-21,54.18,0,10
item-1,2025-05-22,60.77,1,8
item-1,2025-05-23,45.93,0,10
item-1,2025-05-24,41.35,0,10
item-1,2025-05-25,42.76,0,10
item-1,2025-05-26,48.14,0,10
item-1,2025-05-27,52.62,0,10
item-1,2025-05-28,51.4,0,10
item-1,2025-05-29,64.72,1,8
item-1,2025-05-30,56.46,1,8
item-1,2025-05-31,53.34,1,8
item-1,2025-06-01,52.21,1,8
item-1,2025-06-02,59.74,1,8
item-1,2025-06-03,55.15,0,10
item-1,2025-06-04,54.04,0,10
item-1,2025-06-05,51.78,0,10
item-1,2025-06-06,45.99,0,10
item-1,2025-06-07,52.95,1,8
item-1,2025-06-08,54.93,1,8
item-1,2025-06-09,52.58,0,10
item-1,2025-06-10,52.28,0,10
item-1,2025-06-11,54.42,0,10
item-1,2025-06-12,50.93,0,10
item-1,2025-06-13,58.52,1,8
item-1,2025-06-14,50.57,1,8
item-1,2025-06-15,41.05,0,10
item-1,2025-06-16,51.28,0,10
item-1,2025-06-17,49.39,0,10
item-1,2025-06-18,65.69,1,8
item-1,2025-06-19,51.9,0,10
item-1,2025-06-20,48.09,0,10
item-1,2025-06-21,42.95,0,10
item-1,2025-06-22,44.16,0,10
item-1,2025-06-23,51.98,0,10
item-1,2025-06-24,53.07,0,10
item-1,2025-06-25,54.13,0,10
item-1,2025-06-26,52.49,0,10
item-1,2025-06-27,58.23,1,8
item-1,2025-06-28,40.9,0,10
item-1,2025-06-29,54.08,1,8
item-1,2025-06-30,51.86,0,10
item-1,2025-07-01,63.11,1,8
item-1,2025-07-02,52.01,0,10
item-1,2025-07-03,52.42,0,10
item-1,2025-07-04,48.48,0,10
item-1,2025-07-05,51.94,1,8
item-1,2025-07-06,44.12,0,10
item-1,2025-07-07,61.39,1,8
item-1,2025-07-08,53.79,0,10
item-1,2025-07-09,52.14,0,10
item-1,2025-07-10,52.93,0,10
item-1,2025-07-11,49.52,0,10
item-1,2025-07-12,43.45,0,10
item-1,2025-07-13,42.33,0,10
item-1,2025-07-14,49.41,0,10
item-1,2025-07-15,53.25,0,10
item-1,2025-07-16,53.85,0,10
item-1,2025-07-17,54.48,0,10
item-1,2025-07-18,47.0,0,10
item-1,2025-07-19,43.21,0,10
item-1,2025-07-20,54.85,1,8
item-1,2025-07-21,51.04,0,10
item-1,2025-07-22,55.99,0,10
item-1,2025-07-23,52.26,0,10
item-1,2025-07-24,53.18,0,10
item-1,2025-07-25,46.98,0,10
item-1,2025-07-26,55.44,1,8
item-1,2025-07-27,45.83,0,10
item-1,2025-07-28,53.04,0,10
item-1,2025-07-29,54.26,0,10
item-1,2025-07-30,63.93,1,8
item-1,2025-07-31,54.44,0,10
item-1,2025-08-01,48.3,0,10
item-1,2025-08-02,42.66,0,10
item-1,2025-08-03,44.8,0,10
item-2,2025-01-06,49.36,0,10
item-2,2025-01-07,51.76,0,10
item-2,2025-01-08,51.23,0,10
item-2,2025-01-09,50.01,0,10
item-2,2025-01-10,47.26,0,10
item-2,2025-01-11,39.75,0,10
item-2,2025-01-12,42.55,0,10
item-2,2025-01-13,61.61,1,8
item-2,2025-01-14,64.68,1,8
item-2,2025-01-15,61.58,1,8
item-2,2025-01-16,53.77,0,10
item-2,2025-01-17,45.19,0,10
item-2,2025-01-18,50.22,1,8
item-2,2025-01-19,42.86,0,10
item-2,2025-01-20,60.3,1,8
item-2,2025-01-21,51.36,0,10
item-2,2025-01-22,54.93,0,10
item-2,2025-01-23,51.81,0,10
item-2,2025-01-24,55.4,1,8
item-2,2025-01-25,47.88,1,8
item-2,2025-01-26,43.64,0,10
item-2,2025-01-27,49.86,0,10
item-2,2025-01-28,62.26,1,8
item-2,2025-01-29,53.97,0,10
item-2,2025-01-30,51.6,0,10
item-2,2025-01-31,49.69,0,10
item-2,2025-02-01,42.91,0,10
item-2,2025-02-02,43.97,0,10
item-2,2025-02-03,51.2,0,10
item-2,2025-02-04,53.32,0,10
item-2,2025-02-05,54.28,0,10
item-2,2025-02-06,53.77,0,10
item-2,2025-02-07,46.85,0,10
item-2,2025-02-08,40.83,0,10
item-2,2025-02-09,44.59,0,10
item-2,2025-02-10,60.84,1,8
item-2,2025-02-11,53.34,0,10
item-2,2025-02-12,54.03,0,10
item-2,2025-02-13,51.84,0,10
item-2,2025-02-14,46.82,0,10
item-2,2025-02-15,41.09,0,10
item-2,2025-02-16,52.25,1,8
item-2,2025-02-17,54.76,0,10
item-2,2025-02-18,51.88,0,10
item-2,2025-02-19,53.32,0,10
item-2,2025-02-20,53.49,0,10
item-2,2025-02-21,49.1,0,10
item-2,2025-02-22,40.54,0,10
item-2,2025-02-23,44.36,0,10
item-2,2025-02-24,50.82,0,10
item-2,2025-02-25,53.35,0,10
item-2,2025-02-26,51.48,0,10
item-2,2025-02-27,53.23,0,10
item-2,2025-02-28,51.15,0,10
item-2,2025-03-01,42.66,0,10
item-2,2025-03-02,53.77,1,8
item-2,2025-03-03,62.16,1,8
item-2,2025-03-04,55.27,0,10
item-2,2025-03-05,53.55,0,10
item-2,2025-03-06,54.21,0,10
item-2,2025-03-07,58.5,1,8
item-2,2025-03-08,43.85,0,10
item-2,2025-03-09,44.39,0,10
item-2,2025-03-10,52.25,0,10
item-2,2025-03-11,54.0,0,10
item-2,2025-03-12,54.78,0,10
item-2,2025-03-13,53.51,0,10
item-2,2025-03-14,49.22,0,10
item-2,2025-03-15,43.01,0,10
item-2,2025-03-16,43.69,0,10
item-2,2025-03-17,53.43,0,10
item-2,2025-03-18,64.85,1,8
item-2,2025-03-19,55.5,0,10
item-2,2025-03-20,53.51,0,10
item-2,2025-03-21,60.68,1,8
item-2,2025-03-22,40.89,0,10
item-2,2025-03-23,55.81,1,8
item-2,2025-03-24,53.2,0,10
item-2,2025-03-25,54.41,0,10
item-2,2025-03-26,55.34,0,10
item-2,2025-03-27,53.37,0,10
item-2,2025-03-28,46.22,0,10
item-2,2025-03-29,43.25,0,10
item-2,2025-03-30,45.38,0,10
item-2,2025-03-31,54.04,0,10
item-2,2025-04-01,54.31,0,10
item-2,2025-04-02,53.07,0,10
item-2,2025-04-03,55.05,0,10
item-2,2025-04-04,48.86,0,10
item-2,2025-04-05,40.92,0,10
item-2,2025-04-06,44.83,0,10
item-2,2025-04-07,49.82,0,10
item-2,2025-04-08,54.08,0,10
item-2,2025-04-09,52.7,0,10
item-2,2025-04-10,58.7,0,10
item-2,2025-04-11,59.24,1,8
item-2,2025-04-12,45.85,0,10
item-2,2025-04-13,44.6,0,10
item-2,2025-04-14,55.31,0,10
item-2,2025-04-15,56.76,0,10
item-2,2025-04-16,55.57,0,10
item-2,2025-04-17,64.61,1,8
item-2,2025-04-18,51.07,0,10
item-2,2025-04-19,45.54,0,10
item-2,2025-04-20,45.47,0,10
item-2,2025-04-21,53.18,0,10
item-2,2025-04-22,54.33,0,10
item-2,2025-04-23,55.5,0,10
item-2,2025-04-24,65.51,1,8
item-2,2025-04-25,51.77,0,10
item-2,2025-04-26,42.93,0,10
item-2,2025-04-27,47.78,0,10
item-2,2025-04-28,52.23,0,10
item-2,2025-04-29,57.54,0,10
item-2,2025-04-30,58.64,0,10
item-2,2025-05-01,55.32,0,10
item-2,2025-05-02,59.72,1,8
item-2,2025-05-03,51.06,1,8
item-2,2025-05-04,46.87,0,10
item-2,2025-05-05,53.61,0,10
item-2,2025-05-06,58.18,0,10
item-2,2025-05-07,65.21,1,8
item-2,2025-05-08,51.64,0,10
item-2,2025-05-09,51.02,0,10
item-2,2025-05-10,43.11,0,10
item-2,2025-05-11,57.27,1,8
item-2,2025-05-12,51.72,0,10
item-2,2025-05-13,53.34,0,10
item-2,2025-05-14,53.68,0,10
item-2,2025-05-15,55.46,0,10
item-2,2025-05-16,51.06,0,10
item-2,2025-05-17,45.35,0,10
item-2,2025-05-18,46.89,0,10
item-2,2025-05-19,64.7,1,8
item-2,2025-05-20,58.42,0,10
item-2,2025-05-21,52.59,0,10
item-2,2025-05-22,56.7,0,10
item-2,2025-05-23,51.74,0,10
item-2,2025-05-24,45.22,0,10
item-2,2025-05-25,44.5,0,10
item-2,2025-05-26,55.13,0,10
item-2,2025-05-27,67.38,1,8
item-2,2025-05-28,55.75,0,10
item-2,2025-05-29,56.67,0,10
item-2,2025-05-30,52.26,0,10
item-2,2025-05-31,43.79,0,10
item-2,2025-06-01,46.7,0,10
item-2,2025-06-02,67.9,1,8
item-2,2025-06-03,56.5,0,10
item-2,2025-06-04,55.04,0,10
item-2,2025-06-05,54.42,0,10
item-2,2025-06-06,49.75,0,10
item-2,2025-06-07,45.44,0,10
item-2,2025-06-08,49.18,0,10
item-2,2025-06-09,62.88,1,8
item-2,2025-06-10,56.82,0,10
item-2,2025-06-11,55.4,0,10
item-2,2025-06-12,60.85,0,10
item-2,2025-06-13,51.61,0,10
item-2,2025-06-14,44.44,0,10
item-2,2025-06-15,47.91,0,10
item-2,2025-06-16,55.24,0,10
item-2,2025-06-17,67.6,1,8
item-2,2025-06-18,55.08,0,10
item-2,2025-06-19,55.39,0,10
item-2,2025-06-20,51.41,0,10
item-2,2025-06-21,43.88,0,10
item-2,2025-06-22,47.25,0,10
item-2,2025-06-23,55.47,0,10
item-2,2025-06-24,65.55,1,8
item-2,2025-06-25,59.07,0,10
item-2,2025-06-26,68.1,1,8
item-2,2025-06-27,52.42,0,10
item-2,2025-06-28,46.36,0,10
item-2,2025-06-29,46.32,0,10
item-2,2025-06-30,54.06,0,10
item-2,2025-07-01,57.62,0,10
item-2,2025-07-02,67.25,1,8
item-2,2025-07-03,58.16,0,10
item-2,2025-07-04,53.93,0,10
item-2,2025-07-05,47.26,0,10
item-2,2025-07-06,57.5,1,8
item-2,2025-07-07,65.52,1,8
item-2,2025-07-08,56.08,0,10
item-2,2025-07-09,56.87,0,10
item-2,2025-07-10,56.96,0,10
item-2,2025-07-11,61.02,1,8
item-2,2025-07-12,46.25,0,10
item-2,2025-07-13,51.09,0,10
item-2,2025-07-14,56.47,0,10
item-2,2025-07-15,67.21,1,8
item-2,2025-07-16,67.96,1,8
item-2,2025-07-17,59.51,0,10
item-2,2025-07-18,53.09,0,10
item-2,2025-07-19,45.45,0,10
item-2,2025-07-20,48.31,0,10
item-2,2025-07-21,54.75,0,10
item-2,2025-07-22,56.97,0,10
item-2,2025-07-23,57.26,0,10
item-2,2025-07-24,66.35,1,8
item-2,2025-07-25,53.77,0,10
item-2,2025-07-26,47.04,0,10
item-2,2025-07-27,59.57,1,8
item-2,2025-07-28,55.86,0,10
item-2,2025-07-29,56.49,0,10
item-2,2025-07-30,58.57,0,10
item-2,2025-07-31,66.97,1,8
item-2,2025-08-01,64.08,1,8
item-2,2025-08-02,54.49,1,8
item-2,2025-08-03,50.03,0,10
item-3,2025-01-06,53.45,0,10
item-3,2025-01-07,56.9,0,10
item-3,2025-01-08,53.25,0,10
item-3,2025-01-09,64.57,1,8
item-3,2025-01-10,50.0,0,10
item-3,2025-01-11,46.95,0,10
item-3,2025-01-12,59.73,1,8
item-3,2025-01-13,56.51,0,10
item-3,2025-01-14,64.92,1,8
item-3,2025-01-15,55.47,0,10
item-3,2025-01-16,55.71,0,10
item-3,2025-01-17,50.48,0,10
item-3,2025-01-18,45.49,0,10
item-3,2025-01-19,46.55,0,10
item-3,2025-01-20,57.71,0,10
item-3,2025-01-21,59.45,0,10
item-3,2025-01-22,56.76,0,10
item-3,2025-01-23,55.72,0,10
item-3,2025-01-24,50.9,0,10
item-3,2025-01-25,45.59,0,10
item-3,2025-01-26,45.74,0,10
item-3,2025-01-27,53.71,0,10
item-3,2025-01-28,57.9,0,10
item-3,2025-01-29,57.18,0,10
item-3,2025-01-30,56.64,0,10
item-3,2025-01-31,50.27,0,10
item-3,2025-02-01,55.42,1,8
item-3,2025-02-02,49.83,0,10
item-3,2025-02-03,56.73,0,10
item-3,2025-02-04,56.87,0,10
item-3,2025-02-05,57.28,0,10
item-3,2025-02-06,57.45,0,10
item-3,2025-02-07,51.05,0,10
item-3,2025-02-08,45.07,0,10
item-3,2025-02-09,57.08,1,8
item-3,2025-02-10,67.9,1,8
item-3,2025-02-11,66.93,1,8
item-3,2025-02-12,56.06,0,10
item-3,2025-02-13,55.19,0,10
item-3,2025-02-14,51.21,0,10
item-3,2025-02-15,46.76,0,10
item-3,2025-02-16,48.03,0,10
item-3,2025-02-17,54.44,0,10
item-3,2025-02-18,67.37,1,8
item-3,2025-02-19,57.91,0,10
item-3,2025-02-20,55.81,0,10
item-3,2025-02-21,53.3,0,10
item-3,2025-02-22,53.95,1,8
item-3,2025-02-23,46.7,0,10
item-3,2025-02-24,59.18,0,10
item-3,2025-02-25,56.1,0,10
item-3,2025-02-26,58.89,0,10
item-3,2025-02-27,58.65,0,10
item-3,2025-02-28,63.36,1,8
item-3,2025-03-01,46.66,0,10
item-3,2025-03-02,49.79,0,10
item-3,2025-03-03,67.24,1,8
item-3,2025-03-04,59.88,0,10
item-3,2025-03-05,57.29,0,10
item-3,2025-03-06,59.41,0,10
item-3,2025-03-07,53.24,0,10
item-3,2025-03-08,52.66,1,8
item-3,2025-03-09,51.47,0,10
item-3,2025-03-10,55.81,0,10
item-3,2025-03-11,56.54,0,10
item-3,2025-03-12,69.35,1,8
item-3,2025-03-13,67.39,1,8
item-3,2025-03-14,50.93,0,10
item-3,2025-03-15,46.85,0,10
item-3,2025-03-16,49.91,0,10
item-3,2025-03-17,55.77,0,10
item-3,2025-03-18,70.0,1,8
item-3,2025-03-19,67.23,1,8
item-3,2025-03-20,67.93,1,8
item-3,2025-03-21,53.92,0,10
item-3,2025-03-22,45.84,0,10
item-3,2025-03-23,57.58,1,8
item-3,2025-03-24,57.52,0,10
item-3,2025-03-25,65.91,1,8
item-3,2025-03-26,58.24,0,10
item-3,2025-03-27,58.07,0,10
item-3,2025-03-28,53.39,0,10
item-3,2025-03-29,46.04,0,10
item-3,2025-03-30,50.85,0,10
item-3,2025-03-31,58.51,0,10
item-3,2025-04-01,54.59,0,10
item-3,2025-04-02,55.7,0,10
item-3,2025-04-03,66.2,1,8
item-3,2025-04-04,54.55,0,10
item-3,2025-04-05,46.92,0,10
item-3,2025-04-06,48.54,0,10
item-3,2025-04-07,67.54,1,8
item-3,2025-04-08,66.06,1,8
item-3,2025-04-09,58.04,0,10
item-3,2025-04-10,58.49,0,10
item-3,2025-04-11,60.92,1,8
item-3,2025-04-12,49.22,0,10
item-3,2025-04-13,50.83,0,10
item-3,2025-04-14,57.95,0,10
item-3,2025-04-15,58.34,0,10
item-3,2025-04-16,57.72,0,10
item-3,2025-04-17,58.42,0,10
item-3,2025-04-18,52.93,0,10
item-3,2025-04-19,59.43,1,8
item-3,2025-04-20,50.4,0,10
