event,probability,outcome,threshold
64,0.31966201791776366,0,0.2
65,0.32896719882266834,0,0.2
66,0.5907854942870334,0,0.2
67,0.47602914299281995,0,0.2
68,0.3942482206871557,0,0.2
69,0.16853609217810356,1,0.2
70,0.8921344064356179,1,0.2
71,0.21393566998634456,0,0.2
72,0.8655656885591865,1,0.2
73,0.6787383762986793,1,0.2
74,0.13395014813356576,0,0.2
75,0.6045940837990591,1,0.2
76,0.6926388170237172,1,0.2
77,0.706445068266478,1,0.2
78,0.4864681700248821,0,0.2
79,0.1134233564088356,0,0.2
80,0.1222673555467357,1,0.2
81,0.37362323679643333,1,0.2
82,0.7143585585498886,0,0.2
83,0.4907095999781036,0,0.2
84,0.469313930282358,1,0.2
85,0.6203083015889519,1,0.2
86,0.55214239071473,0,0.2
87,0.33692685834844677,0,0.2
88,0.23560739993584534,0,0.2
89,0.698639120706351,1,0.2
90,0.5813200352390725,0,0.2
91,0.8747349363893897,1,0.2
92,0.17932151193097312,0,0.2
93,0.38899265764453805,0,0.2
94,0.411757728093166,1,0.2
95,0.5642103857035672,0,0.2
96,0.18373933497730158,0,0.2
97,0.09293222625560582,0,0.2
98,0.6123743317007706,0,0.2
99,0.3112100855256371,0,0.2
100,0.019597203086242004,0,0.2
101,0.338432592099873,0,0.2
102,0.23415552528492037,0,0.2
103,0.862712903840755,0,0.2
104,0.3949970155107524,0,0.2
105,0.5697950362821782,1,0.2
106,0.3870268179653735,0,0.2
107,0.8676234426824312,1,0.2
108,0.6025102373549063,0,0.2
109,0.8279128666739991,1,0.2
110,0.41267378959230305,0,0.2
111,0.4536851208154663,1,0.2
112,0.7225120806012328,1,0.2
113,0.8607312536426766,1,0.2
114,0.6062614400079659,0,0.2
115,0.8979580259209116,1,0.2
116,0.8456999213364178,1,0.2
117,0.5606046985552728,0,0.2
118,0.4205127916892126,0,0.2
119,0.17120613007510266,0,0.2
120,0.7316268644235,1,0.2
121,0.5062678626792361,1,0.2
122,0.7487896970762047,1,0.2
123,0.7143250383879387,1,0.2
124,0.5118926277734125,0,0.2
125,0.32574698721365036,0,0.2
126,0.10494837187178635,0,0.2
127,0.8976951510050931,0,0.2
128,0.29132709648359595,0,0.2
129,0.12364104665617653,0,0.2
130,0.06661757275067125,0,0.2
131,0.7702571816073996,0,0.2
132,0.8029069569559717,1,0.2
133,0.15105260558617906,1,0.2
134,0.6482025480779325,0,0.2
135,0.9506120653646195,1,0.2
136,0.25851093381349927,0,0.2
137,0.09619273669343259,1,0.2
138,0.11402579261833687,0,0.2
139,0.6225650565353733,0,0.2
140,0.26663718617545923,0,0.2
141,0.7888880342596487,1,0.2
142,0.49599868980189066,0,0.2
143,0.7974903413854153,0,0.2
144,0.27128073200050307,0,0.2
145,0.615689610718517,0,0.2
146,0.9205304357450348,1,0.2
147,0.7818865747976442,1,0.2
148,0.7156028126894535,1,0.2
149,0.09645482936049965,0,0.2
150,0.7239611535198249,0,0.2
151,0.4137459678798512,0,0.2
152,0.3795988236865282,1,0.2
153,0.428188466037825,1,0.2
154,0.11100158847594595,0,0.2
155,0.7079388944070049,1,0.2
156,0.6229410910488773,1,0.2
157,0.1376209565344716,0,0.2
158,0.21209362606581583,1,0.2
159,0.3979080426518267,1,0.2
160,0.06394209925500724,0,0.2
161,0.5261965612745614,1,0.2
162,0.3784004256037948,0,0.2
163,0.8806542737622786,1,0.2
164,0.13747531213518055,0,0.2
165,0.28936280232226264,1,0.2
166,0.5484609671508762,0,0.2
167,0.06900527690852026,0,0.2
168,0.4680905262102556,0,0.2
169,0.9277407075318986,1,0.2
170,0.36493016891457014,0,0.2
171,0.8275360849667966,1,0.2
172,0.37542331268682094,0,0.2
173,0.27658122857483775,0,0.2
174,0.7510383234732741,1,0.2
175,0.2847124134138542,0,0.2
176,0.5502682224192621,0,0.2
177,0.13023171028477537,0,0.2
178,0.8349435951044573,0,0.2
179,0.9684517940033488,1,0.2
180,0.08428321262245805,0,0.2
181,0.03909661423448225,0,0.2
182,0.33294375043547314,0,0.2
183,0.4961709250721798,1,0.2
184,0.7191725554056343,1,0.2
185,0.9136183317179027,1,0.2
186,0.6080700548622511,0,0.2
187,0.8057904058050982,1,0.2
188,0.5210795105808864,1,0.2
189,0.6053791237783552,1,0.2
190,0.4032750342456492,1,0.2
191,0.5260323291148924,1,0.2
192,0.847750515739194,1,0.2
193,0.9292103769482629,1,0.2
194,0.8956108007102099,1,0.2
195,0.49306229862824236,1,0.2
196,0.5944111086705903,0,0.2
197,0.6722668681440542,1,0.2
198,0.11466190632373989,0,0.2
199,0.6315423012616023,1,0.2
200,0.941101080844714,1,0.2
201,0.22214013509561595,0,0.2
202,0.3139985966281198,0,0.2
203,0.6075011031791088,1,0.2
204,0.4831563750507918,0,0.2
205,0.4349262888101626,0,0.2
206,0.7604371269945351,0,0.2
207,0.10492975801088969,0,0.2
208,0.5428891799684784,1,0.2
209,0.9647329273327219,1,0.2
210,0.6175169261131148,1,0.2
211,0.39483233815844043,0,0.2
212,0.6632613606178233,0,0.2
213,0.1728022887702677,0,0.2
214,0.8460102685383253,1,0.2
215,0.09634196629693438,0,0.2
216,0.7041395186465238,1,0.2
217,0.672486983229719,1,0.2
218,0.11472173076532724,0,0.2
219,0.23791553811348937,0,0.2
220,0.0532236371516078,0,0.2
221,0.7479281470280404,1,0.2
222,0.0654762949485175,0,0.2
223,0.6906429878544458,1,0.2
224,0.11835859184126646,1,0.2
225,0.5704793035863027,0,0.2
226,0.29046977295296034,1,0.2
227,0.8364648778400445,0,0.2
228,0.09186679229671985,0,0.2
229,0.28492382669883876,1,0.2
230,0.3586382204284715,1,0.2
231,0.8295764026169932,1,0.2
232,0.41709905164297956,1,0.2
233,0.2081301563288573,0,0.2
234,0.5504287182868114,0,0.2
235,0.47193894722137775,0,0.2
236,0.9320247444487376,1,0.2
237,0.2787131082817106,0,0.2
238,0.9291310304844076,0,0.2
239,0.8919041716443235,1,0.2
240,0.16411554756552804,0,0.2
241,0.31451726331964297,0,0.2
242,0.4902083403561353,0,0.2
243,0.34112967708886976,0,0.2
244,0.7881875035356316,1,0.2
245,0.32717463946124836,0,0.2
246,0.26891620662866833,0,0.2
247,0.387188850747163,1,0.2
248,0.4641245430733697,0,0.2
249,0.3921691557681429,1,0.2
250,0.49030718387397304,1,0.2
251,0.7660495585826625,0,0.2
252,0.24327106499971404,0,0.2
253,0.5629864677268162,1,0.2
254,0.7920576167528373,1,0.2
255,0.6337349368951195,1,0.2
256,0.21179761085807666,0,0.2
257,0.21924630704295234,0,0.2
258,0.28994746772864244,0,0.2
259,0.3134069304314916,1,0.2
260,0.7121977800841073,0,0.2
261,0.8913438294995677,1,0.2
262,0.12249523125078009,0,0.2
263,0.9588486254534407,1,0.2
264,0.5806800047269625,0,0.2
265,0.37665842549821127,0,0.2
266,0.8558142350192637,1,0.2
267,0.6909379497685184,0,0.2
268,0.6320402838647476,1,0.2
269,0.4995015282357471,1,0.2
270,0.6139546326367358,1,0.2
271,0.13542752358302326,0,0.2
272,0.4135936610733415,0,0.2
273,0.7152179962535752,0,0.2
274,0.7060089820493924,1,0.2
275,0.5704903127940013,1,0.2
276,0.18144085973230847,0,0.2
277,0.06815893894618338,0,0.2
278,0.16427976358772317,1,0.2
279,0.8301927593314948,0,0.2
280,0.8870067863248844,1,0.2
281,0.07512673627563887,0,0.2
282,0.6613152398782924,1,0.2
283,0.4960818391980425,1,0.2
284,0.25608652178987823,0,0.2
285,0.7547191209461175,0,0.2
286,0.2735455678758941,0,0.2
287,0.08131413346375767,1,0.2
288,0.18751518070149192,1,0.2
289,0.8852675231318199,1,0.2
290,0.4528409467839788,0,0.2
291,0.7591597146279128,1,0.2
292,0.6713401211448853,1,0.2
293,0.7371297990166485,1,0.2
294,0.38029673248202034,0,0.2
295,0.45422371023376806,1,0.2
296,0.6499858686673313,1,0.2
297,0.6948632554258938,1,0.2
298,0.8476511095124069,1,0.2
299,0.153505388652212,0,0.2
300,0.42123125062567895,0,0.2
301,0.5520884197452857,1,0.2
302,0.6320484526636978,1,0.2
303,0.1381703949023561,0,0.2
304,0.04817235871406848,0,0.2
305,0.7992948173102145,1,0.2
306,0.5583810614599666,0,0.2
307,0.6492546389320222,1,0.2
308,0.1958694884371861,0,0.2
309,0.07004558856430076,0,0.2
310,0.15415099260114565,0,0.2
311,0.8808666060878296,1,0.2
312,0.3227967461389717,1,0.2
313,0.2555403246820713,0,0.2
314,0.7312530046162294,0,0.2
315,0.5662387618523044,1,0.2
316,0.7600846865419401,1,0.2
317,0.7563924512875043,0,0.2
318,0.28835842036720527,0,0.2
319,0.11631603410963998,0,0.2
320,0.1126196686822139,0,0.2
321,0.7345808376029377,1,0.2
322,0.10507228921520659,1,0.2
323,0.7776222501985596,0,0.2
324,0.16438068416455703,1,0.2
325,0.28534308859688257,0,0.2
326,0.7889984363250093,1,0.2
327,0.3532239421455121,0,0.2
328,0.06742082985390434,0,0.2
329,0.7244103736508181,1,0.2
330,0.9333842621180037,1,0.2
331,0.8147793827915081,1,0.2
332,0.6948754156718229,1,0.2
333,0.8704527421862518,1,0.2
334,0.04280630994750004,0,0.2
335,0.6897774282577998,1,0.2
336,0.6775416579037834,0,0.2
337,0.31470538367875267,1,0.2
338,0.5574491946311095,0,0.2
339,0.13624104280023774,0,0.2
340,0.4182772904044729,1,0.2
341,0.11689460087013175,0,0.2
342,0.5801439181325087,0,0.2
343,0.8176949934490798,0,0.2
344,0.12983627490845912,0,0.2
345,0.8030063590102995,1,0.2
346,0.59831024524447,0,0.2
347,0.8696162757501857,0,0.2
348,0.049535391268270335,0,0.2
349,0.9735719273478494,1,0.2
350,0.22154684110021025,1,0.2
351,0.4802769832300089,1,0.2
352,0.8710045373445421,1,0.2
353,0.15019678164506342,0,0.2
354,0.438992688345741,1,0.2
355,0.7372557753954351,1,0.2
356,0.8942508882244293,1,0.2
357,0.3154219843363201,0,0.2
358,0.11460272859071174,0,0.2
359,0.15448608895348398,0,0.2
360,0.15754765747323038,0,0.2
361,0.22762065949700688,0,0.2
362,0.8004585015463843,1,0.2
363,0.8559165494474346,1,0.2
364,0.37560530238966827,0,0.2
365,0.42478647459257196,0,0.2
366,0.13535189730611583,0,0.2
367,0.40052971219154615,1,0.2
368,0.48907517452216426,0,0.2
369,0.5260070126333383,0,0.2
370,0.16103860117726806,0,0.2
371,0.7202549904111876,1,0.2
372,0.8321929328432862,1,0.2
373,0.8123467382609257,0,0.2
374,0.5096974357702423,0,0.2
375,0.10260168472274975,1,0.2
376,0.864328519267882,1,0.2
377,0.45763429762411445,0,0.2
378,0.8350035490377641,1,0.2
379,0.1378122409573228,0,0.2
380,0.1715717575622734,0,0.2
381,0.7995958905188535,0,0.2
382,0.8998983306811947,1,0.2
383,0.0912291563591062,0,0.2
384,0.15308458233052552,0,0.2
385,0.7283480641759671,1,0.2
386,0.47911762610229924,0,0.2
387,0.16488012913840364,1,0.2
388,0.7208600629982072,1,0.2
389,0.5971295991279401,1,0.2
390,0.6018904623230477,1,0.2
391,0.5940079575536497,1,0.2
392,0.23531723310632247,0,0.2
393,0.08847122418807077,0,0.2
394,0.11561338877300706,0,0.2
395,0.5694280966004055,1,0.2
396,0.746665111623428,1,0.2
397,0.1325264802211957,1,0.2
398,0.3930506524938701,0,0.2
399,0.6859493841858201,0,0.2
400,0.6011985389330352,0,0.2
401,0.6593485406277344,0,0.2
402,0.7297427093057047,0,0.2
403,0.9430296552092067,1,0.2
404,0.47507424587798475,0,0.2
405,0.1701023843804044,0,0.2
406,0.04462386904699375,1,0.2
407,0.6908022125876051,1,0.2
408,0.4829626126319788,1,0.2
409,0.7161331897164995,1,0.2
410,0.20992398480756552,1,0.2
411,0.1815033400471735,0,0.2
412,0.2404508445221218,0,0.2
413,0.039517955708435956,0,0.2
414,0.5484139769839983,1,0.2
415,0.8540969069975061,0,0.2
416,0.19174863080894033,1,0.2
417,0.37578109250532243,0,0.2
418,0.4181700329285502,1,0.2
419,0.2756909993712983,0,0.2
420,0.20663191586343638,0,0.2
421,0.09785436578438934,0,0.2
422,0.9021001939883433,1,0.2
423,0.743839545187456,0,0.2
424,0.652152702014477,1,0.2
425,0.32201380199257496,0,0.2
426,0.07384652776574069,0,0.2
427,0.16560810497496237,1,0.2
428,0.02971023125501382,0,0.2
429,0.2955506737592194,0,0.2
430,0.9563474371665593,1,0.2
431,0.21187585377032808,0,0.2
432,0.10389301733052587,1,0.2
433,0.5272772116385217,1,0.2
434,0.19940394277989662,1,0.2
435,0.5023532886070718,0,0.2
436,0.7503345782818169,1,0.2
437,0.2521108325739035,0,0.2
438,0.7675369693431282,0,0.2
439,0.105107402961999,0,0.2
440,0.5508591053233127,1,0.2
441,0.2067649333062736,0,0.2
442,0.07843827609376793,0,0.2
443,0.10949564993912912,0,0.2
444,0.0765202076567553,0,0.2
445,0.705360766575301,1,0.2
446,0.18951902105177698,0,0.2
447,0.728263312235416,1,0.2
448,0.9605476515845133,1,0.2
449,0.2697191892233892,0,0.2
450,0.7828124579988854,0,0.2
451,0.063758278807172,0,0.2
452,0.2658865933335331,0,0.2
453,0.6619626272430386,0,0.2
454,0.5366563684511434,0,0.2
455,0.7889376287880094,1,0.2
456,0.2444963522488295,0,0.2
457,0.47821959233532463,0,0.2
458,0.41957715100359017,0,0.2
459,0.28222878309475463,1,0.2
460,0.10869772231028094,0,0.2
461,0.18307871898373268,0,0.2
462,0.16335932004617443,0,0.2
463,0.6328726423998386,0,0.2
464,0.4060768914430319,0,0.2
465,0.346602228279113,0,0.2
466,0.3309905349302504,1,0.2
467,0.18671814746609525,0,0.2
468,0.8879698834070535,0,0.2
469,0.7512870409795944,1,0.2
470,0.7473144589641554,1,0.2
471,0.41366354483770434,1,0.2
472,0.4701752327667338,0,0.2
473,0.8443396461774832,1,0.2
474,0.35669087924233506,1,0.2
475,0.3952226053691703,0,0.2
476,0.7885629067957826,1,0.2
477,0.22695514613602388,0,0.2
478,0.06464425769035408,0,0.2
479,0.6346130132336908,1,0.2
480,0.6457781851636489,1,0.2
481,0.286222229261906,0,0.2
482,0.26294362831581825,0,0.2
483,0.22865953524843347,0,0.2
484,0.634069956703913,0,0.2
485,0.38441954015157753,1,0.2
486,0.8082839886932509,1,0.2
487,0.4548652319080828,0,0.2
488,0.8227671116438804,1,0.2
489,0.5676257488923594,1,0.2
490,0.5142678970414427,1,0.2
491,0.4330611766396927,1,0.2
492,0.7378705544313038,1,0.2
493,0.5109404412894714,1,0.2
494,0.04438243676550514,0,0.2
495,0.5390864796613256,1,0.2
496,0.06531158951630456,0,0.2
497,0.7669672700598087,1,0.2
498,0.5667669346279438,1,0.2
499,0.7705935245676646,1,0.2
500,0.8564180499397265,0,0.2
501,0.2595365944415534,1,0.2
502,0.045091086072542724,1,0.2
503,0.1922349520152366,0,0.2
504,0.3364398433752599,0,0.2
505,0.46783084220972826,0,0.2
506,0.32421697485587836,0,0.2
507,0.6609208707782133,1,0.2
508,0.3842320340964409,0,0.2
509,0.5357404456246428,1,0.2
510,0.5165320062727848,1,0.2
511,0.7181381622257654,0,0.2
512,0.2803354985194163,0,0.2
513,0.11103260653421243,1,0.2
514,0.6648378961624335,1,0.2
515,0.9816933936731556,1,0.2
516,0.5859011553414488,0,0.2
517,0.6338194514797842,0,0.2
518,0.8061926577292635,1,0.2
519,0.7749358598958482,1,0.2
520,0.5693581560461273,1,0.2
521,0.3931717356674096,0,0.2
522,0.239365083684572,0,0.2
523,0.8899305072027257,1,0.2
524,0.419129288310689,0,0.2
525,0.3424876352662436,1,0.2
526,0.559705991875797,0,0.2
527,0.3819176572150279,1,0.2
528,0.04733873152034798,0,0.2
529,0.7134467472184286,1,0.2
530,0.3631845001187999,0,0.2
531,0.8684290381665078,1,0.2
532,0.8635955774689961,1,0.2
533,0.19883209133048863,0,0.2
534,0.9034281135646738,1,0.2
535,0.7957794632779818,1,0.2
536,0.41598018787937674,0,0.2
537,0.5044629077985415,0,0.2
538,0.4672970539927044,0,0.2
539,0.692925911584709,0,0.2
540,0.5163727233084154,0,0.2
541,0.09582589838140985,0,0.2
542,0.8389711907320403,1,0.2
543,0.4608354215427556,1,0.2
544,0.2855656737314112,0,0.2
545,0.3275111567160607,0,0.2
546,0.6849597891503465,0,0.2
547,0.5042279777298577,0,0.2
548,0.7988844434623115,1,0.2
549,0.08589629592338457,0,0.2
550,0.6940628036192561,0,0.2
551,0.443559605385375,1,0.2
552,0.19528448827898606,0,0.2
553,0.505292187576755,1,0.2
554,0.10733934097165904,0,0.2
555,0.0753592155513849,1,0.2
556,0.4399377887412735,1,0.2
557,0.5171356830999639,0,0.2
558,0.9552914102058526,1,0.2
559,0.5232789841969674,1,0.2
560,0.21854763985199704,0,0.2
561,0.06203165415358276,0,0.2
562,0.5315720226920622,0,0.2
563,0.624868806124392,1,0.2
564,0.47988876494587185,1,0.2
565,0.2647501564328957,0,0.2
566,0.5441230525559888,1,0.2
567,0.45149539561411656,0,0.2
568,0.8064030134350234,1,0.2
569,0.5954718613180885,1,0.2
570,0.6075449090664706,1,0.2
571,0.678830177803022,1,0.2
572,0.1513202994179039,0,0.2
573,0.7509149770377304,1,0.2
574,0.10599322839839817,0,0.2
575,0.9119546173879849,0,0.2
576,0.7065336733352299,0,0.2
577,0.05128845886580491,0,0.2
578,0.1936704151906346,0,0.2
579,0.5486648747640401,0,0.2
580,0.16093338481525582,0,0.2
581,0.7765006645738406,1,0.2
582,0.3414158790864221,1,0.2
583,0.6175715991960833,1,0.2
584,0.7951098062562485,0,0.2
585,0.572876946347153,1,0.2
586,0.5740279555813702,0,0.2
587,0.27967941143822306,0,0.2
588,0.9323691587677745,0,0.2
589,0.5810973433497371,0,0.2
590,0.9518476574063015,1,0.2
591,0.1596427822584479,0,0.2
592,0.9211966068728782,1,0.2
593,0.11257321594800271,0,0.2
594,0.41415822256227874,0,0.2
595,0.6250145860158651,1,0.2
596,0.5839308621075167,1,0.2
597,0.3620728915017042,0,0.2
598,0.42208047387710723,1,0.2
599,0.5059664320426378,0,0.2
600,0.17407620336941132,1,0.2
601,0.7496619224163981,1,0.2
602,0.23498686735297206,0,0.2
603,0.557391092480428,1,0.2
604,0.09126991246946473,0,0.2
605,0.9048075871585233,0,0.2
606,0.2939179341607927,0,0.2
607,0.13504268502716624,0,0.2
608,0.25755508209069294,1,0.2
609,0.6619602734557699,0,0.2
610,0.30496232865691364,1,0.2
611,0.7679393470403137,1,0.2
612,0.43758516309482665,1,0.2
613,0.8869192968403261,1,0.2
614,0.40627796073554456,0,0.2
615,0.8695021734340637,1,0.2
616,0.6962747247767659,1,0.2
617,0.756713475308558,1,0.2
618,0.26035312960441603,1,0.2
619,0.46752777743073937,0,0.2
620,0.8310300472899492,1,0.2
621,0.22173090408345675,0,0.2
622,0.08846302924039129,0,0.2
623,0.0885285271175339,0,0.2
624,0.49479721156281575,0,0.2
625,0.7218262875442878,1,0.2
626,0.2725947799755743,0,0.2
627,0.44551899268946193,0,0.2
628,0.6840099008678341,1,0.2
629,0.4541146730985724,1,0.2
630,0.9772043873390039,0,0.2
631,0.2438678075379997,0,0.2
632,0.33743334162496386,1,0.2
633,0.5329616154187573,0,0.2
634,0.7523097294175929,1,0.2
635,0.694073593048605,0,0.2
636,0.4553591967202836,0,0.2
637,0.7526467495460274,1,0.2
638,0.7750455762918584,1,0.2
639,0.734779154582808,0,0.2
640,0.7778589472370623,1,0.2
641,0.8979523981407005,1,0.2
642,0.9240001243733721,1,0.2
643,0.915283328624708,1,0.2
644,0.17291173407456664,0,0.2
645,0.2670890677387455,0,0.2
646,0.09490813113954541,0,0.2
647,0.37521775253330525,0,0.2
648,0.31539475718670024,0,0.2
649,0.14099300066735848,1,0.2
650,0.13403004462111867,0,0.2
651,0.3356583701820679,0,0.2
652,0.21497735853605954,0,0.2
653,0.0641763554452102,0,0.2
654,0.8316390048446114,1,0.2
655,0.8685880832938506,1,0.2
656,0.14095689685978066,0,0.2
657,0.41923054111295566,0,0.2
658,0.21801604327026525,0,0.2
659,0.4016815677169405,0,0.2
660,0.08916027918887134,0,0.2
661,0.5053021131123729,0,0.2
662,0.25528685947732377,0,0.2
663,0.15375621573793571,0,0.2
664,0.5827603632862783,0,0.2
665,0.9100776879751267,1,0.2
666,0.7050551242047662,1,0.2
667,0.7061686293782583,1,0.2
668,0.5958772767760965,0,0.2
669,0.1971351373603159,0,0.2
670,0.4584331672597286,1,0.2
671,0.23548023580233268,0,0.2
672,0.5548369338290631,1,0.2
673,0.8268076331761273,1,0.2
674,0.1554158219816346,0,0.2
675,0.29409509417348945,1,0.2
676,0.6376069351340181,0,0.2
677,0.8723884769816445,0,0.2
678,0.5140577304251803,1,0.2
679,0.574374317118783,1,0.2
680,0.24749206826610798,0,0.2
681,0.7214002322362785,1,0.2
682,0.7510766237875435,1,0.2
683,0.5012527407632602,1,0.2
684,0.11238495106903958,0,0.2
685,0.33818655726357905,1,0.2
686,0.5140267557962177,0,0.2
687,0.5612879518388949,1,0.2
688,0.7948800933621969,1,0.2
689,0.29441217253843277,0,0.2
690,0.16014583763591694,1,0.2
691,0.32318255047646105,1,0.2
692,0.8554036127980227,1,0.2
693,0.5982952810839501,0,0.2
694,0.8958258163136102,1,0.2
695,0.18252376450728763,0,0.2
696,0.28377239917738095,0,0.2
697,0.06980252699077495,1,0.2
698,0.7363636760645236,0,0.2
699,0.6611258226807506,0,0.2
700,0.8348606820886668,1,0.2
701,0.26548633511484676,1,0.2
702,0.494288700207282,0,0.2
703,0.05544610897613589,0,0.2
704,0.26378843934409907,0,0.2
705,0.8459922551206513,1,0.2
706,0.5114363084790593,0,0.2
707,0.5923575241123558,1,0.2
708,0.27896097677699166,1,0.2
709,0.06397036633682125,0,0.2
710,0.4207208241040845,0,0.2
711,0.29808115403191876,0,0.2
712,0.4516855204427839,1,0.2
713,0.3975970041502608,1,0.2
714,0.5253225817710473,0,0.2
715,0.353438383001799,0,0.2
716,0.3244568369569966,0,0.2
717,0.3599506641192113,0,0.2
718,0.31219339423712017,0,0.2
719,0.2255403135001533,0,0.2
720,0.8868110263811445,0,0.2
721,0.347468313613158,0,0.2
722,0.618919657387475,1,0.2
723,0.21504930941429695,1,0.2
724,0.14999097661803393,1,0.2
725,0.19287349491621114,1,0.2
726,0.8866586553591798,1,0.2
727,0.5530522898254024,1,0.2
728,0.2202609667555197,0,0.2
729,0.13998816365399108,0,0.2
730,0.6170534423876983,1,0.2
731,0.12037823634955985,0,0.2
732,0.3538006021106619,0,0.2
733,0.9148758905528043,1,0.2
734,0.1514393757949904,0,0.2
735,0.384693242183316,0,0.2
736,0.28938548356054167,0,0.2
737,0.4737394848208252,1,0.2
738,0.054016451195801896,1,0.2
739,0.16037832304534444,1,0.2
740,0.864744756049904,0,0.2
741,0.5157194240332595,1,0.2
742,0.5801209299950997,1,0.2
743,0.580952275761707,1,0.2
744,0.7876525275867237,0,0.2
745,0.18125271595793813,0,0.2
746,0.2954646902063367,0,0.2
747,0.8569619947866821,0,0.2
748,0.8668056982561447,1,0.2
749,0.7085247794368057,1,0.2
750,0.8855603694744367,0,0.2
751,0.8886928016237926,1,0.2
752,0.8705134327939403,1,0.2
753,0.4848286539099096,0,0.2
754,0.1419046739819677,1,0.2
755,0.05934331086039593,0,0.2
756,0.7964937902524465,1,0.2
757,0.7120478066898523,1,0.2
758,0.40334882524110605,0,0.2
759,0.2257514960265382,0,0.2
760,0.05014057808750141,0,0.2
761,0.8882580183817717,1,0.2
762,0.8661018278659293,1,0.2
763,0.29770327508412076,1,0.2
764,0.7343019896500453,1,0.2
765,0.5831030602235283,1,0.2
766,0.5541828397369324,1,0.2
767,0.8376441845392713,1,0.2
768,0.7916063878698333,1,0.2
769,0.4471035161891701,1,0.2
770,0.6309837551987427,1,0.2
771,0.8794514165115075,1,0.2
772,0.7718195217167958,0,0.2
773,0.6308470090581624,1,0.2
774,0.8359587692491068,1,0.2
775,0.25398130766013105,0,0.2
776,0.061022059935279635,0,0.2
777,0.797908919504077,1,0.2
778,0.5190755511978533,0,0.2
779,0.6382524975908973,1,0.2
780,0.11783092127241757,1,0.2
781,0.681761331989085,0,0.2
782,0.9242395904419094,1,0.2
783,0.6985200663140483,1,0.2
784,0.5667937582410337,0,0.2
785,0.6602293479359261,1,0.2
786,0.8934563305910592,1,0.2
787,0.5434574235120748,1,0.2
788,0.38017103399027535,1,0.2
789,0.05870140248433289,0,0.2
790,0.7589460828222583,0,0.2
791,0.1247183338914629,0,0.2
792,0.5629912436363391,0,0.2
793,0.4932990759579817,1,0.2
794,0.8780524180133268,1,0.2
795,0.7355907817373393,1,0.2
796,0.7689639935586466,1,0.2
797,0.29242829327975456,1,0.2
798,0.5355603995163212,1,0.2
799,0.4243584065363035,0,0.2
800,0.7279894661221549,1,0.2
801,0.4205061676564207,0,0.2
802,0.3634001859310301,0,0.2
803,0.5669735621733837,1,0.2
804,0.7186987644147362,1,0.2
805,0.7304273213263357,0,0.2
806,0.9292912643192085,1,0.2
807,0.8508444931825476,0,0.2
808,0.4030921520215357,0,0.2
809,0.6427296378451195,1,0.2
810,0.01853949749950498,0,0.2
811,0.7333365775203851,1,0.2
812,0.18353444116467751,0,0.2
813,0.9205842731109223,0,0.2
814,0.7310372356573781,0,0.2
815,0.6166594957716899,1,0.2
816,0.4532897125774117,1,0.2
817,0.07251774853681284,0,0.2
818,0.3257952819394281,1,0.2
819,0.41927355766464786,0,0.2
820,0.6401349195147368,0,0.2
821,0.23253136883495892,0,0.2
822,0.7457578439601915,0,0.2
823,0.8654689563678617,1,0.2
824,0.7297093048903731,1,0.2
