timestamp,observed,ols_counterfactual,ols_effect,post,relative_period,sc_counterfactual,sc_effect
2011-12-01 00:00:00+00:00,106.70918183732849,104.94926131915385,1.7599205181746385,False,-77,101.43169900485802,5.277482832470469
2012-01-01 00:00:00+00:00,106.10187490847616,106.72152602923005,-0.6196511207538862,False,-76,103.23795241900255,2.863922489473609
2012-02-01 00:00:00+00:00,107.55758762297737,107.12842998703756,0.42915763593980216,False,-75,103.03685679380453,4.520730829172834
2012-03-01 00:00:00+00:00,104.93633875129208,105.54315405608834,-0.6068153047962568,False,-74,102.28442736916735,2.6519113821247373
2012-04-01 00:00:00+00:00,103.47456222964688,104.82157519187795,-1.3470129622310765,False,-73,102.74864608007562,0.7259161495712618
2012-05-01 00:00:00+00:00,108.4240925005945,108.14600248560194,0.27809001499255714,False,-72,105.39878965709464,3.0253028434998583
2012-06-01 00:00:00+00:00,106.908322521297,105.41336741869577,1.4949551026012244,False,-71,103.22993619589822,3.678386325398776
2012-07-01 00:00:00+00:00,106.71254420540286,106.29794898134423,0.4145952240586297,False,-70,102.34300739524578,4.369536810157086
2012-08-01 00:00:00+00:00,108.03360877567772,106.93656340565796,1.0970453700197567,False,-69,103.61242557498296,4.421183200694756
2012-09-01 00:00:00+00:00,104.087260473433,105.72759614279482,-1.6403356693618178,False,-68,101.75762242535335,2.3296380480796586
2012-10-01 00:00:00+00:00,106.81335532085384,106.9404148100753,-0.12705948922145183,False,-67,104.14571504509063,2.667640275763219
2012-11-01 00:00:00+00:00,104.65229522063188,105.67124678685639,-1.0189515662245014,False,-66,102.41252875694815,2.239766463683736
2012-12-01 00:00:00+00:00,105.51884689958337,106.35517525157674,-0.8363283519933731,False,-65,102.92378705072232,2.595059848861041
2013-01-01 00:00:00+00:00,108.66454054342476,107.02204965729152,1.6424908861332455,False,-64,103.91877562950135,4.745764913923409
2013-02-01 00:00:00+00:00,105.85706292703917,106.57316096582629,-0.7160980387871234,False,-63,102.98996849752425,2.867094429514921
2013-03-01 00:00:00+00:00,107.33945195774686,108.08246013587555,-0.7430081781286901,False,-62,106.11536530625068,1.2240866514961795
2013-04-01 00:00:00+00:00,106.9067222464107,107.09323656838998,-0.1865143219792884,False,-61,104.60396533917188,2.302756907238816
2013-05-01 00:00:00+00:00,107.73562921346677,108.04057800949838,-0.30494879603160996,False,-60,104.93958536552971,2.7960438479370566
2013-06-01 00:00:00+00:00,108.3137511985756,108.36511804198112,-0.05136684340551767,False,-59,105.091423819432,3.222327379143607
2013-07-01 00:00:00+00:00,107.90607835613906,107.7236731883954,0.1824051677436671,False,-58,103.81488606414338,4.091192291995682
2013-08-01 00:00:00+00:00,107.64428185304844,108.20054428378931,-0.5562624307408726,False,-57,105.11532594080477,2.528955912243674
2013-09-01 00:00:00+00:00,110.03938983982373,109.57890332063035,0.4604865191933811,False,-56,106.13208636952318,3.9073034703005476
2013-10-01 00:00:00+00:00,108.11840573469158,106.88902965361649,1.2293760810750882,False,-55,103.73706280148194,4.381342933209638
2013-11-01 00:00:00+00:00,107.29627860508263,106.66658092533228,0.6296976797503504,False,-54,104.19790755590085,3.098371049181779
2013-12-01 00:00:00+00:00,109.12067196594478,108.01882274031556,1.1018492256292234,False,-53,105.02098595324378,4.0996860127009995
2014-01-01 00:00:00+00:00,106.17517020570492,107.77130069912168,-1.5961304934167657,False,-52,104.95517437595913,1.219995829745784
2014-02-01 00:00:00+00:00,107.34557471932206,108.38865911639822,-1.0430843970761572,False,-51,105.5684666376329,1.777108081689164
2014-03-01 00:00:00+00:00,108.07854237383022,107.40349965498612,0.6750427188440966,False,-50,103.89321592709635,4.1853264467338676
2014-04-01 00:00:00+00:00,107.2726167687192,108.71046600399126,-1.4378492352720542,False,-49,106.19177607118412,1.0808406975350806
2014-05-01 00:00:00+00:00,106.72447837999592,107.06242451232332,-0.3379461323274029,False,-48,102.47762293417112,4.246855445824792
2014-06-01 00:00:00+00:00,108.95621565875324,108.73607844885063,0.2201372099026031,False,-47,106.33099291225555,2.625222746497684
2014-07-01 00:00:00+00:00,110.51279637608816,108.50482505348798,2.0079713226001843,False,-46,105.94914961353366,4.563646762554498
2014-08-01 00:00:00+00:00,106.98347197887124,107.63839727794065,-0.6549252990694185,False,-45,104.46556201910131,2.5179099597699235
2014-09-01 00:00:00+00:00,108.14915341538486,109.16987911168282,-1.0207256962979585,False,-44,106.76888063822148,1.380272777163384
2014-10-01 00:00:00+00:00,110.06974048491152,108.86579491634173,1.203945568569793,False,-43,105.45284873956089,4.616891745350628
2014-11-01 00:00:00+00:00,108.20269183376716,108.18440277278532,0.01828906098184291,False,-42,104.91199542822832,3.2906964055388386
2014-12-01 00:00:00+00:00,109.59178073922293,109.60864865325507,-0.01686791403214727,False,-41,106.0754919043014,3.516288834921525
2015-01-01 00:00:00+00:00,108.06065997356484,109.41981632085532,-1.3591563472904795,False,-40,106.53781342660858,1.5228465469562593
2015-02-01 00:00:00+00:00,108.16179894617608,108.58556304203366,-0.4237640958575781,False,-39,105.95531462797848,2.206484318197596
2015-03-01 00:00:00+00:00,106.5802912956136,108.41449943673221,-1.8342081411186086,False,-38,104.99726044246059,1.5830308531530193
2015-04-01 00:00:00+00:00,111.3298000556299,110.0469682008892,1.2828318547407065,False,-37,107.68585807492539,3.6439419807045113
2015-05-01 00:00:00+00:00,109.9694159699766,108.92668893104131,1.0427270389352827,False,-36,106.82526172098672,3.144154248989878
2015-06-01 00:00:00+00:00,108.2634308339969,109.63165239581708,-1.368221561820178,False,-35,106.70554678573124,1.557884048265663
2015-07-01 00:00:00+00:00,109.43655344200356,109.34379648715155,0.09275695485200686,False,-34,106.19256375260778,3.243989689395775
2015-08-01 00:00:00+00:00,111.53785891018651,110.18987024353643,1.3479886666500818,False,-33,108.25431118638124,3.2835477238052704
2015-09-01 00:00:00+00:00,109.92178256192872,109.64963626257,0.2721462993587238,False,-32,106.04339207539799,3.8783904865307335
2015-10-01 00:00:00+00:00,111.15099545621771,109.08888523185638,2.0621102243613336,False,-31,106.15503399374258,4.995961462475137
2015-11-01 00:00:00+00:00,107.41527382520567,109.60175150668958,-2.1864776814839075,False,-30,107.53498509800006,-0.11971127279439031
2015-12-01 00:00:00+00:00,111.00260396727172,109.83024283241126,1.1723611348604663,False,-29,106.58359190441537,4.419012062856353
2016-01-01 00:00:00+00:00,107.58948162274238,108.13277173663735,-0.5432901138949688,False,-28,104.89749198126981,2.691989641472574
2016-02-01 00:00:00+00:00,108.33818917752794,109.62407144224477,-1.2858822647168324,False,-27,106.35583666259913,1.982352514928806
2016-03-01 00:00:00+00:00,111.0465609533915,110.85657616297841,0.18998479041309224,False,-26,108.42526342293426,2.621297530457241
2016-04-01 00:00:00+00:00,107.8426889241317,109.05793642031648,-1.215247496184773,False,-25,105.13115642353908,2.711532500592625
2016-05-01 00:00:00+00:00,111.44622550127988,110.33666578317448,1.1095597181054018,False,-24,107.54389345027145,3.902332051008429
2016-06-01 00:00:00+00:00,111.647947631276,110.17099723096963,1.4769504003063645,False,-23,107.25984163170298,4.388105999573014
2016-07-01 00:00:00+00:00,110.24419368736484,110.19560117426381,0.048592513101027635,False,-22,106.52554631694389,3.7186473704209533
2016-08-01 00:00:00+00:00,110.1275849001364,109.75643031421023,0.37115458592616335,False,-21,107.38115112575538,2.7464337743810177
2016-09-01 00:00:00+00:00,110.16531454213644,110.28521267718739,-0.1198981350509456,False,-20,108.99227621903695,1.1730383230994903
2016-10-01 00:00:00+00:00,111.29823744970729,111.39035837898794,-0.09212092928065374,False,-19,109.71805193823329,1.5801855114739993
2016-11-01 00:00:00+00:00,110.37440219611574,110.73107888335122,-0.35667668723547763,False,-18,108.74606207923844,1.6283401168772969
2016-12-01 00:00:00+00:00,110.49454355787502,110.57305018411475,-0.07850662623972937,False,-17,108.57141457658547,1.9231289812895511
2017-01-01 00:00:00+00:00,111.63705644674744,111.52612685364757,0.11092959309986838,False,-16,110.06041555776451,1.5766408889829222
2017-02-01 00:00:00+00:00,110.12917141827276,110.41462070805844,-0.2854492897856744,False,-15,107.35692993907828,2.772241479194477
2017-03-01 00:00:00+00:00,110.09873483696228,110.37488757446619,-0.27615273750390656,False,-14,107.78393754433287,2.3147972926294074
2017-04-01 00:00:00+00:00,109.5697132402179,110.36760589843738,-0.7978926582194816,False,-13,107.5011619449582,2.068551295259695
2017-05-01 00:00:00+00:00,110.4134001067969,111.51636589165274,-1.10296578485584,False,-12,108.73734752283703,1.6760525839598728
2017-06-01 00:00:00+00:00,110.43084014300754,111.1095027041949,-0.6786625611873518,False,-11,108.68916330250495,1.741676840502592
2017-07-01 00:00:00+00:00,110.6178449124822,110.45128317766883,0.16656173481337078,False,-10,108.55974535354174,2.058099558940455
2017-08-01 00:00:00+00:00,108.8867325649384,110.17356759626408,-1.2868350313256798,False,-9,108.06013875912684,0.8265938058115552
2017-09-01 00:00:00+00:00,113.32178540854616,112.28684800911992,1.0349373994262407,False,-8,110.73871267470146,2.583072733844702
2017-10-01 00:00:00+00:00,111.78057021840988,111.14092411340758,0.6396461050022992,False,-7,108.65422847185388,3.126341746555994
2017-11-01 00:00:00+00:00,109.34452346422472,110.7871776445488,-1.4426541803240838,False,-6,108.88799880576114,0.4565246584635787
2017-12-01 00:00:00+00:00,114.32981268217708,112.72394078937052,1.6058718928065616,False,-5,110.58692035439647,3.742892327780609
2018-01-01 00:00:00+00:00,113.08549454259324,112.76882978193515,0.31666476065808524,False,-4,110.366583365879,2.7189111767142435
2018-02-01 00:00:00+00:00,112.54752747584966,112.19434313443224,0.3531843414174176,False,-3,109.95984631136292,2.587681164486739
2018-03-01 00:00:00+00:00,112.95046665141184,112.74994107488367,0.20052557652817882,False,-2,110.70598728752391,2.2444793638879332
2018-04-01 00:00:00+00:00,111.09325136625736,111.80934773227696,-0.7160963660195989,False,-1,109.96216924819701,1.1310821180603483
2018-05-01 00:00:00+00:00,118.89119035948777,111.55273683726794,7.338453522219822,True,0,109.6564149427857,9.234775416702064
2018-06-01 00:00:00+00:00,121.8799243973718,111.847148251625,10.032776145746794,True,1,109.16274490182603,12.717179495545764
2018-07-01 00:00:00+00:00,117.170802434486,110.5901067655147,6.580695668971302,True,2,108.76116400101134,8.409638433474669
2018-08-01 00:00:00+00:00,121.57241305728064,112.44547132159518,9.126941735685463,True,3,110.1146998793453,11.457713177935346
2018-09-01 00:00:00+00:00,119.76170601731224,113.28857727658412,6.473128740728114,True,4,110.76421387609251,8.997492141219723
2018-10-01 00:00:00+00:00,117.77461337824786,111.00455942894668,6.770053949301186,True,5,108.7985951691269,8.976018209120966
2018-11-01 00:00:00+00:00,121.11076514737508,113.4227242049909,7.688040942384177,True,6,111.58632965061065,9.524435496764426
2018-12-01 00:00:00+00:00,117.6789441733346,111.25351148573736,6.425432687597237,True,7,109.23472577329544,8.444218400039162
2019-01-01 00:00:00+00:00,122.11104149769608,113.03149164732423,9.079549850371848,True,8,111.08975685946695,11.021284638229133
2019-02-01 00:00:00+00:00,122.35874294617696,112.18968402936038,10.169058916816581,True,9,110.87015529421869,11.48858765195827
2019-03-01 00:00:00+00:00,122.65158473851614,113.82657174947104,8.825012989045092,True,10,111.88301682545537,10.768567913060764
2019-04-01 00:00:00+00:00,122.66623454662393,113.32398756981708,9.342246976806848,True,11,111.6675088025036,10.998725744120321
2019-05-01 00:00:00+00:00,118.13928168458776,112.36836533207278,5.770916352514973,True,12,109.19960468600536,8.9396769985824
2019-06-01 00:00:00+00:00,119.88901304001244,113.55081110973009,6.338201930282352,True,13,111.07657189905446,8.812441140957986
2019-07-01 00:00:00+00:00,119.09892460241892,112.59997425353485,6.498950348884065,True,14,111.3258765546507,7.773048047768214
2019-08-01 00:00:00+00:00,121.62650226993308,113.5487627811503,8.077739488782782,True,15,112.00999789614693,9.616504373786157
2019-09-01 00:00:00+00:00,121.67372031841964,113.72862819733857,7.945092121081075,True,16,113.08057567109985,8.59314464731979
2019-10-01 00:00:00+00:00,122.06755994592432,113.27297567575903,8.794584270165288,True,17,111.28396011343088,10.783599832493437
2019-11-01 00:00:00+00:00,121.01497948914108,113.20858631487638,7.806393174264699,True,18,112.16008759805543,8.854891891085657
2019-12-01 00:00:00+00:00,122.10753940530144,114.21172617747153,7.895813227829905,True,19,112.39052180781425,9.717017597487185
2020-01-01 00:00:00+00:00,123.85181775627044,112.73049570608643,11.121322050184006,True,20,111.50778844464678,12.344029311623657
2020-02-01 00:00:00+00:00,118.46711555821535,113.90181988305339,4.565295675161963,True,21,112.02491080624036,6.442204751974998
2020-03-01 00:00:00+00:00,120.76557948687132,112.60739782033231,8.158181666539008,True,22,109.70443606764246,11.061143419228856
2020-04-01 00:00:00+00:00,120.82153064277998,113.62641410764282,7.19511653513716,True,23,111.67698269641171,9.144547946368263
2020-05-01 00:00:00+00:00,121.11922631554177,113.22526983142083,7.893956484120935,True,24,112.13944318452397,8.979783131017797
2020-06-01 00:00:00+00:00,121.22592028360025,113.87936257721339,7.346557706386861,True,25,111.79764006932618,9.428280214274068
2020-07-01 00:00:00+00:00,120.25106577420328,113.18097359903774,7.0700921751655414,True,26,111.87002749724888,8.3810382769544
2020-08-01 00:00:00+00:00,122.26120517254076,114.25359530413705,8.007609868403705,True,27,111.68546374175392,10.575741430786834
2020-09-01 00:00:00+00:00,122.40292101874468,116.00701824437662,6.395902774368054,True,28,114.3004658352019,8.102455183542773
2020-10-01 00:00:00+00:00,123.47184261336535,114.36410540725367,9.107737206111679,True,29,113.4357487502388,10.036093863126553
2020-11-01 00:00:00+00:00,122.87313123932182,114.59126223215326,8.281869007168567,True,30,113.55662659459165,9.316504644730173
2020-12-01 00:00:00+00:00,123.60128230932104,115.32144675650596,8.279835552815072,True,31,114.42147267466297,9.17980963465807
2021-01-01 00:00:00+00:00,125.62725800599334,115.05028719313769,10.576970812855649,True,32,115.02780414516361,10.599453860829726
2021-02-01 00:00:00+00:00,124.12443787786798,114.67271688486318,9.451720993004798,True,33,114.6278587632766,9.49657911459137
2021-03-01 00:00:00+00:00,121.87158870764728,114.96844121998889,6.903147487658387,True,34,114.27618431310911,7.595404394538164
2021-04-01 00:00:00+00:00,123.15321534016869,114.59850876373206,8.55470657643663,True,35,113.15455621763068,9.998659122538001
2021-05-01 00:00:00+00:00,121.24973343406788,115.3769361910217,5.872797243046179,True,36,114.52002684708923,6.729706586978651
2021-06-01 00:00:00+00:00,121.43027187477388,114.61255247463838,6.817719400135502,True,37,114.58017564581625,6.850096228957625
2021-07-01 00:00:00+00:00,121.52632723632364,114.79120387921002,6.735123357113622,True,38,113.49165744501809,8.034669791305546
2021-08-01 00:00:00+00:00,122.07917403855473,114.70222971705327,7.376944321501455,True,39,113.71404067511322,8.365133363441501
2021-09-01 00:00:00+00:00,123.317762058743,115.6543564929798,7.663405565763199,True,40,114.1758371875636,9.141924871179398
2021-10-01 00:00:00+00:00,121.43498773795844,114.4372928448513,6.997694893107138,True,41,113.62311503932847,7.811872698629969
2021-11-01 00:00:00+00:00,123.91158030036866,114.65350260202464,9.25807769834401,True,42,112.51753500301574,11.394045297352918
2021-12-01 00:00:00+00:00,124.19398146273991,114.37622909196402,9.817752370775892,True,43,113.20971022866944,10.984271234070476
