event_id,probability,outcome,timestamp,brier,baseline_brier
synthetic-042,0.7835142246256774,0,2024-03-05T00:00:00+00:00,0.6138945401907765,0.25
synthetic-043,0.7992708655471548,0,2024-03-06T00:00:00+00:00,0.638833916512498,0.25
synthetic-044,0.5458404525083207,1,2024-03-07T00:00:00+00:00,0.2062608945778469,0.25
synthetic-045,0.1564068927836628,0,2024-03-08T00:00:00+00:00,0.02446311611024019,0.25
synthetic-046,0.5733851977523403,1,2024-03-09T00:00:00+00:00,0.18200018949680977,0.25
synthetic-047,0.15156178955030014,0,2024-03-10T00:00:00+00:00,0.02297097605168947,0.25
synthetic-048,0.4366165741304322,1,2024-03-11T00:00:00+00:00,0.3174008845445308,0.25
synthetic-049,0.14684483511497542,0,2024-03-12T00:00:00+00:00,0.02156340559994432,0.25
synthetic-050,0.8558354622715325,1,2024-03-13T00:00:00+00:00,0.020783413938462725,0.25
synthetic-051,0.851099066441023,0,2024-03-14T00:00:00+00:00,0.7243696208967808,0.25
synthetic-052,0.7091119230757427,1,2024-03-15T00:00:00+00:00,0.08461587329669265,0.25
synthetic-053,0.4322681483759039,1,2024-03-16T00:00:00+00:00,0.3223194553485247,0.25
synthetic-054,0.5608691516050801,1,2024-03-17T00:00:00+00:00,0.19283590201204212,0.25
synthetic-055,0.690332031002463,1,2024-03-18T00:00:00+00:00,0.09589425102305954,0.25
synthetic-056,0.14402801787741099,0,2024-03-19T00:00:00+00:00,0.02074406993369582,0.25
synthetic-057,0.6734687930367766,1,2024-03-20T00:00:00+00:00,0.1066226291208594,0.25
synthetic-058,0.20623968058433767,0,2024-03-21T00:00:00+00:00,0.04253480584752963,0.25
synthetic-059,0.8062952476556791,1,2024-03-22T00:00:00+00:00,0.03752153108077471,0.25
synthetic-060,0.4092161576704915,1,2024-03-23T00:00:00+00:00,0.34902554835761745,0.25
synthetic-061,0.7412001501815406,0,2024-03-24T00:00:00+00:00,0.5493776626291383,0.25
synthetic-062,0.8507662465485386,1,2024-03-25T00:00:00+00:00,0.022270713169211566,0.25
synthetic-063,0.6903373445570712,0,2024-03-26T00:00:00+00:00,0.4765656492901084,0.25
synthetic-064,0.7639373884597943,0,2024-03-27T00:00:00+00:00,0.5836003334867707,0.25
synthetic-065,0.47656481186711663,1,2024-03-28T00:00:00+00:00,0.273984396175707,0.25
synthetic-066,0.6257029960840861,0,2024-03-29T00:00:00+00:00,0.39150423930860184,0.25
synthetic-067,0.8157301292025116,1,2024-03-30T00:00:00+00:00,0.03395538528372305,0.25
synthetic-068,0.30530911593765453,1,2024-03-31T00:00:00+00:00,0.4825954243993231,0.25
synthetic-069,0.5122837820497659,0,2024-04-01T00:00:00+00:00,0.262434673351212,0.25
synthetic-070,0.5402441574397205,0,2024-04-02T00:00:00+00:00,0.2918637496477536,0.25
synthetic-071,0.43022689980927364,0,2024-04-03T00:00:00+00:00,0.18509518531949878,0.25
synthetic-072,0.7215240964310367,1,2024-04-04T00:00:00+00:00,0.07754882886855058,0.25
synthetic-073,0.31861755245938084,0,2024-04-05T00:00:00+00:00,0.1015171447352063,0.25
synthetic-074,0.6895235687974015,1,2024-04-06T00:00:00+00:00,0.09639561433230187,0.25
synthetic-075,0.42567743398136026,0,2024-04-07T00:00:00+00:00,0.18120127780095532,0.25
synthetic-076,0.8539563107231334,1,2024-04-08T00:00:00+00:00,0.021328759177597967,0.25
synthetic-077,0.5358267543567704,1,2024-04-09T00:00:00+00:00,0.21545680197096995,0.25
synthetic-078,0.17404320742742227,0,2024-04-10T00:00:00+00:00,0.030291038051624735,0.25
synthetic-079,0.12127724100167861,1,2024-04-11T00:00:00+00:00,0.772153687181622,0.25
synthetic-080,0.1906726132633696,0,2024-04-12T00:00:00+00:00,0.036356045448682504,0.25
synthetic-081,0.761970775837677,1,2024-04-13T00:00:00+00:00,0.0566579115553174,0.25
synthetic-082,0.32261888953702283,1,2024-04-14T00:00:00+00:00,0.45884516881205617,0.25
synthetic-083,0.5131657474776757,1,2024-04-15T00:00:00+00:00,0.23700758942897018,0.25
synthetic-084,0.1888291265149299,1,2024-04-16T00:00:00+00:00,0.6579981859905316,0.25
synthetic-085,0.6470050289766774,1,2024-04-17T00:00:00+00:00,0.12460544956775634,0.25
synthetic-086,0.810783104668279,1,2024-04-18T00:00:00+00:00,0.035803033478975475,0.25
synthetic-087,0.2950000115071297,0,2024-04-19T00:00:00+00:00,0.08702500678920665,0.25
synthetic-088,0.7414801831588461,1,2024-04-20T00:00:00+00:00,0.06683249569958374,0.25
synthetic-089,0.13471277626959363,0,2024-04-21T00:00:00+00:00,0.018147532090261587,0.25
synthetic-090,0.34114994692593836,0,2024-04-22T00:00:00+00:00,0.11638328628757057,0.25
synthetic-091,0.7790563743817706,1,2024-04-23T00:00:00+00:00,0.04881608570132834,0.25
synthetic-092,0.226460337136421,1,2024-04-24T00:00:00+00:00,0.5983636100230995,0.25
synthetic-093,0.29926306858870255,0,2024-04-25T00:00:00+00:00,0.08955838422112648,0.25
synthetic-094,0.645598710913644,0,2024-04-26T00:00:00+00:00,0.4167976955333588,0.25
synthetic-095,0.5081756866783952,0,2024-04-27T00:00:00+00:00,0.2582425285310585,0.25
synthetic-096,0.33295436122700406,0,2024-04-28T00:00:00+00:00,0.1108586066600823,0.25
synthetic-097,0.6976632617445678,1,2024-04-29T00:00:00+00:00,0.0914075032989337,0.25
synthetic-098,0.1780896718477205,0,2024-04-30T00:00:00+00:00,0.03171593121882878,0.25
synthetic-099,0.5590191020612307,1,2024-05-01T00:00:00+00:00,0.19446415234688325,0.25
