node,timestamp,target
South,2020-02-01,92.3
South,2020-03-01,83.5
South,2020-04-01,78.8
South,2020-05-01,70.4
South,2020-06-01,74.6
South,2020-07-01,77.4
South,2020-08-01,73.7
South,2020-09-01,84.6
South,2020-10-01,85.0
South,2020-11-01,89.3
South,2020-12-01,95.3
South,2021-01-01,96.7
South,2021-02-01,98.3
South,2021-03-01,87.0
South,2021-04-01,76.2
South,2021-05-01,81.1
South,2021-06-01,74.7
South,2021-07-01,75.9
South,2021-08-01,84.2
South,2021-09-01,77.0
South,2021-10-01,89.7
South,2021-11-01,95.6
South,2021-12-01,97.5
South,2022-01-01,101.7
South,2022-02-01,94.2
South,2022-03-01,89.9
South,2022-04-01,92.0
South,2022-05-01,85.9
South,2022-06-01,85.1
South,2022-07-01,79.2
South,2022-08-01,86.4
South,2022-09-01,82.7
South,2022-10-01,84.8
South,2022-11-01,86.1
South,2022-12-01,93.7
South,2023-01-01,102.9
South,2023-02-01,92.6
South,2023-03-01,93.2
South,2023-04-01,98.6
South,2023-05-01,88.8
South,2023-06-01,89.1
South,2023-07-01,76.8
South,2023-08-01,72.5
South,2023-09-01,92.3
South,2023-10-01,85.7
South,2023-11-01,97.0
South,2023-12-01,101.3
South,2024-01-01,98.2
South,2024-02-01,107.1
South,2024-03-01,103.6
South,2024-04-01,94.8
South,2024-05-01,87.7
South,2024-06-01,85.1
South,2024-07-01,78.8
South,2024-08-01,83.8
South,2024-09-01,88.2
South,2024-10-01,90.4
South,2024-11-01,102.4
South,2024-12-01,97.2
West,2019-01-01,63.4
West,2019-02-01,69.3
West,2019-03-01,63.9
West,2019-04-01,61.4
West,2019-05-01,54.6
West,2019-06-01,58.2
West,2019-07-01,50.8
West,2019-08-01,48.8
West,2019-09-01,60.5
West,2019-10-01,57.8
West,2019-11-01,62.1
West,2019-12-01,69.9
West,2020-01-01,68.2
West,2020-02-01,65.8
West,2020-03-01,64.8
West,2020-04-01,56.3
West,2020-05-01,57.7
West,2020-06-01,56.4
West,2020-07-01,54.5
West,2020-08-01,52.3
West,2020-09-01,43.8
West,2020-10-01,59.6
West,2020-11-01,61.1
West,2020-12-01,61.8
West,2021-01-01,65.9
West,2021-02-01,63.5
West,2021-03-01,61.0
West,2021-04-01,52.8
West,2021-05-01,49.8
West,2021-06-01,53.0
West,2021-07-01,51.2
West,2021-08-01,52.1
West,2021-09-01,54.3
West,2021-10-01,57.9
West,2021-11-01,59.7
West,2021-12-01,62.2
West,2022-01-01,63.2
West,2022-02-01,64.3
West,2022-03-01,57.7
West,2022-04-01,58.5
West,2022-05-01,54.9
West,2022-06-01,51.0
West,2022-07-01,48.4
West,2022-08-01,51.6
West,2022-09-01,55.2
West,2022-10-01,52.3
West,2022-11-01,58.6
West,2022-12-01,60.7
West,2023-01-01,71.2
West,2023-02-01,70.4
West,2023-03-01,65.3
West,2023-04-01,63.6
West,2023-05-01,59.2
West,2023-06-01,59.7
West,2023-07-01,58.9
West,2023-08-01,59.7
West,2023-09-01,64.5
West,2023-10-01,65.7
West,2023-11-01,67.0
West,2023-12-01,69.1
West,2024-01-01,68.6
West,2024-02-01,70.5
West,2024-03-01,68.2
West,2024-04-01,70.6
West,2024-05-01,67.2
West,2024-06-01,64.7
West,2024-07-01,65.6
West,2024-08-01,56.5
West,2024-09-01,64.2
West,2024-10-01,67.4
West,2024-11-01,69.4
West,2024-12-01,76.5
Total,2019-01-01,279.9
Total,2019-02-01,290.6
Total,2019-03-01,276.3
Total,2019-04-01,285.6
Total,2019-05-01,261.5
Total,2019-06-01,254.8
Total,2019-07-01,237.4
Total,2019-08-01,223.8
Total,2019-09-01,235.3
Total,2019-10-01,243.2
Total,2019-11-01,270.2
Total,2019-12-01,298.0
Total,2020-01-01,295.0
Total,2020-02-01,301.0
Total,2020-03-01,295.6
Total,2020-04-01,276.6
Total,2020-05-01,264.6
Total,2020-06-01,264.0
Total,2020-07-01,253.0
Total,2020-08-01,234.9
Total,2020-09-01,240.0
Total,2020-10-01,264.9
Total,2020-11-01,273.4
Total,2020-12-01,290.2
Total,2021-01-01,309.3
Total,2021-02-01,321.5
Total,2021-03-01,298.0
Total,2021-04-01,287.6
Total,2021-05-01,270.5
Total,2021-06-01,266.0
Total,2021-07-01,250.3
Total,2021-08-01,266.1
Total,2021-09-01,256.7
Total,2021-10-01,277.5
Total,2021-11-01,282.3
Total,2021-12-01,304.1
Total,2022-01-01,312.8
Total,2022-02-01,314.0
Total,2022-03-01,310.9
Total,2022-04-01,313.8
Total,2022-05-01,294.8
Total,2022-06-01,277.6
Total,2022-07-01,259.7
Total,2022-08-01,275.5
Total,2022-09-01,269.2
Total,2022-10-01,272.0
Total,2022-11-01,294.2
Total,2022-12-01,298.5
Total,2023-01-01,344.7
Total,2023-02-01,343.8
Total,2023-03-01,334.6
Total,2023-04-01,332.5
Total,2023-05-01,304.9
Total,2023-06-01,305.5
Total,2023-07-01,276.9
Total,2023-08-01,269.5
Total,2023-09-01,290.9
Total,2023-10-01,291.5
Total,2023-11-01,316.2
Total,2023-12-01,323.1
Total,2024-01-01,326.9
Total,2024-02-01,344.8
Total,2024-03-01,342.1
Total,2024-04-01,331.6
Total,2024-05-01,317.7
Total,2024-06-01,315.3
Total,2024-07-01,292.1
Total,2024-08-01,286.1
Total,2024-09-01,289.1
Total,2024-10-01,304.4
Total,2024-11-01,316.1
Total,2024-12-01,332.7
