timestamp,target,promo
2025-02-08,185.0,0
2025-02-09,175.0,0
2025-02-10,150.0,0
2025-02-11,155.0,0
2025-02-12,148.0,0
2025-02-13,148.0,0
2025-02-14,162.0,0
2025-02-15,179.0,0
2025-02-16,173.0,0
2025-02-17,106.0,0
2025-02-18,146.0,0
2025-02-19,149.0,0
2025-02-20,159.0,0
2025-02-21,150.0,0
2025-02-22,172.0,0
2025-02-23,171.0,0
2025-02-24,152.0,0
2025-02-25,146.0,0
2025-02-26,158.0,0
2025-02-27,152.0,0
2025-02-28,151.0,0
2025-03-01,163.0,0
2025-03-02,169.0,0
2025-03-03,160.0,0
2025-03-04,148.0,0
2025-03-05,131.0,0
2025-03-06,139.0,0
2025-03-07,156.0,0
2025-03-08,178.0,0
2025-03-09,168.0,0
2025-03-10,150.0,0
2025-03-11,152.0,0
2025-03-12,150.0,0
2025-03-13,142.0,0
2025-03-14,156.0,0
2025-03-15,164.0,0
2025-03-16,159.0,0
2025-03-17,151.0,0
2025-03-18,135.0,0
2025-03-19,142.0,0
2025-03-20,146.0,0
2025-03-21,157.0,0
2025-03-22,162.0,0
2025-03-23,167.0,0
2025-03-24,146.0,0
2025-03-25,151.0,0
2025-03-26,166.0,1
2025-03-27,136.0,0
2025-03-28,154.0,0
2025-03-29,163.0,0
2025-03-30,156.0,0
2025-03-31,151.0,0
2025-04-01,144.0,0
2025-04-02,121.0,0
2025-04-03,137.0,0
2025-04-04,143.0,0
2025-04-05,171.0,0
2025-04-06,172.0,0
2025-04-07,187.0,1
2025-04-08,145.0,0
2025-04-09,132.0,0
2025-04-10,135.0,0
2025-04-11,144.0,0
2025-04-12,199.0,1
2025-04-13,170.0,0
2025-04-14,133.0,0
2025-04-15,144.0,0
2025-04-16,144.0,0
2025-04-17,143.0,0
2025-04-18,199.0,1
2025-04-19,170.0,0
2025-04-20,163.0,0
2025-04-21,148.0,0
2025-04-22,137.0,0
2025-04-23,132.0,0
2025-04-24,144.0,0
2025-04-25,187.0,1
2025-04-26,165.0,0
2025-04-27,198.0,1
2025-04-28,143.0,0
2025-04-29,151.0,0
2025-04-30,140.0,0
2025-05-01,145.0,0
2025-05-02,155.0,0
2025-05-03,159.0,0
2025-05-04,163.0,0
2025-05-05,157.0,0
2025-05-06,142.0,0
2025-05-07,178.0,1
2025-05-08,148.0,0
2025-05-09,140.0,0
2025-05-10,173.0,0
2025-05-11,158.0,0
2025-05-12,148.0,0
2025-05-13,141.0,0
2025-05-14,141.0,0
2025-05-15,144.0,0
2025-05-16,154.0,0
2025-05-17,167.0,0
2025-05-18,158.0,0
2025-05-19,142.0,0
2025-05-20,150.0,0
2025-05-21,153.0,0
2025-05-22,147.0,0
2025-05-23,159.0,0
2025-05-24,177.0,0
2025-05-25,160.0,0
2025-05-26,94.0,0
2025-05-27,146.0,0
2025-05-28,133.0,0
2025-05-29,176.0,1
2025-05-30,147.0,0
2025-05-31,170.0,0
2025-06-01,165.0,0
2025-06-02,155.0,0
2025-06-03,145.0,0
2025-06-04,140.0,0
2025-06-05,150.0,0
2025-06-06,176.0,0
2025-06-07,179.0,0
2025-06-08,161.0,0
2025-06-09,155.0,0
2025-06-10,166.0,0
2025-06-11,150.0,0
2025-06-12,190.0,1
2025-06-13,168.0,0
2025-06-14,185.0,0
2025-06-15,181.0,0
2025-06-16,159.0,0
2025-06-17,152.0,0
2025-06-18,150.0,0
2025-06-19,111.0,0
2025-06-20,166.0,0
2025-06-21,173.0,0
2025-06-22,176.0,0
2025-06-23,190.0,1
2025-06-24,157.0,0
2025-06-25,153.0,0
2025-06-26,163.0,0
2025-06-27,166.0,0
2025-06-28,182.0,0
2025-06-29,173.0,0
2025-06-30,158.0,0
2025-07-01,161.0,0
2025-07-02,158.0,0
2025-07-03,149.0,0
2025-07-04,130.0,0
2025-07-05,183.0,0
2025-07-06,178.0,0
2025-07-07,173.0,0
2025-07-08,169.0,0
2025-07-09,156.0,0
2025-07-10,162.0,0
2025-07-11,165.0,0
2025-07-12,195.0,0
2025-07-13,192.0,0
2025-07-14,166.0,0
2025-07-15,204.0,1
2025-07-16,169.0,0
2025-07-17,167.0,0
2025-07-18,180.0,0
2025-07-19,183.0,0
2025-07-20,188.0,0
2025-07-21,174.0,0
2025-07-22,168.0,0
2025-07-23,179.0,0
2025-07-24,172.0,0
2025-07-25,181.0,0
2025-07-26,188.0,0
2025-07-27,192.0,0
2025-07-28,171.0,0
2025-07-29,186.0,0
2025-07-30,168.0,0
2025-07-31,204.0,1
2025-08-01,189.0,0
2025-08-02,203.0,0
2025-08-03,187.0,0
2025-08-04,182.0,0
2025-08-05,179.0,0
2025-08-06,172.0,0
2025-08-07,179.0,0
2025-08-08,186.0,0
2025-08-09,194.0,0
2025-08-10,195.0,0
2025-08-11,181.0,0
2025-08-12,174.0,0
2025-08-13,179.0,0
2025-08-14,186.0,0
2025-08-15,190.0,0
2025-08-16,203.0,0
2025-08-17,210.0,0
2025-08-18,185.0,0
2025-08-19,183.0,0
2025-08-20,174.0,0
2025-08-21,181.0,0
2025-08-22,197.0,0
2025-08-23,213.0,0
2025-08-24,203.0,0
2025-08-25,187.0,0
2025-08-26,184.0,0
2025-08-27,176.0,0
2025-08-28,214.0,1
2025-08-29,190.0,0
2025-08-30,202.0,0
2025-08-31,208.0,0
2025-09-01,143.0,0
2025-09-02,177.0,0
2025-09-03,179.0,0
2025-09-04,217.0,1
2025-09-05,178.0,0
2025-09-06,214.0,0
2025-09-07,211.0,0
2025-09-08,195.0,0
2025-09-09,184.0,0
2025-09-10,178.0,0
2025-09-11,223.0,1
2025-09-12,189.0,0
2025-09-13,218.0,0
2025-09-14,207.0,0
2025-09-15,187.0,0
2025-09-16,191.0,0
2025-09-17,195.0,0
2025-09-18,190.0,0
2025-09-19,198.0,0
2025-09-20,206.0,0
2025-09-21,218.0,0
2025-09-22,225.0,1
2025-09-23,190.0,0
2025-09-24,197.0,0
2025-09-25,183.0,0
2025-09-26,198.0,0
2025-09-27,218.0,0
2025-09-28,212.0,0
2025-09-29,182.0,0
2025-09-30,195.0,0
2025-10-01,190.0,0
2025-10-02,200.0,0
2025-10-03,214.0,0
2025-10-04,218.0,0
2025-10-05,217.0,0
2025-10-06,199.0,0
2025-10-07,194.0,0
2025-10-08,191.0,0
2025-10-09,197.0,0
2025-10-10,209.0,0
2025-10-11,215.0,0
2025-10-12,227.0,0
2025-10-13,156.0,0
2025-10-14,196.0,0
2025-10-15,179.0,0
2025-10-16,195.0,0
2025-10-17,197.0,0
2025-10-18,224.0,0
2025-10-19,222.0,0
2025-10-20,205.0,0
2025-10-21,193.0,0
2025-10-22,192.0,0
2025-10-23,198.0,0
2025-10-24,221.0,1
2025-10-25,218.0,0
2025-10-26,213.0,0
2025-10-27,201.0,0
2025-10-28,191.0,0
2025-10-29,196.0,0
2025-10-30,194.0,0
2025-10-31,208.0,0
2025-11-01,233.0,0
2025-11-02,225.0,0
2025-11-03,203.0,0
2025-11-04,200.0,0
2025-11-05,189.0,0
2025-11-06,190.0,0
2025-11-07,197.0,0
2025-11-08,220.0,0
2025-11-09,224.0,0
2025-11-10,192.0,0
2025-11-11,150.0,0
2025-11-12,183.0,0
2025-11-13,216.0,1
2025-11-14,206.0,0
2025-11-15,214.0,0
2025-11-16,209.0,0
2025-11-17,207.0,0
2025-11-18,192.0,0
2025-11-19,189.0,0
2025-11-20,191.0,0
2025-11-21,202.0,0
2025-11-22,212.0,0
2025-11-23,213.0,0
2025-11-24,201.0,0
2025-11-25,188.0,0
2025-11-26,173.0,0
2025-11-27,141.0,0
2025-11-28,203.0,0
2025-11-29,222.0,0
2025-11-30,213.0,0
2025-12-01,201.0,0
2025-12-02,182.0,0
2025-12-03,193.0,0
2025-12-04,190.0,0
2025-12-05,200.0,0
2025-12-06,196.0,0
2025-12-07,214.0,0
2025-12-08,192.0,0
2025-12-09,197.0,0
2025-12-10,185.0,0
2025-12-11,181.0,0
2025-12-12,189.0,0
2025-12-13,213.0,0
2025-12-14,208.0,0
2025-12-15,184.0,0
2025-12-16,207.0,1
2025-12-17,190.0,0
2025-12-18,183.0,0
2025-12-19,191.0,0
2025-12-20,205.0,0
2025-12-21,212.0,0
2025-12-22,192.0,0
2025-12-23,175.0,0
2025-12-24,178.0,0
2025-12-25,131.0,0
2025-12-26,200.0,0
2025-12-27,208.0,0
2025-12-28,200.0,0
2025-12-29,181.0,0
2025-12-30,182.0,0
